"","Hotel_City","Review_Date2"
"268890","Vienna",2017-02-10
"268895","Vienna",2017-01-28
"268897","Vienna",2017-01-24
"268900","Vienna",2017-01-19
"268905","Vienna",2017-01-13
"268912","Vienna",2017-01-09
"268914","Vienna",2017-01-08
"268923","Vienna",2017-01-02
"268928","Vienna",2016-12-27
"268934","Vienna",2016-12-20
"268940","Vienna",2016-12-15
"268941","Vienna",2016-12-14
"268945","Vienna",2016-12-11
"268947","Vienna",2016-12-06
"268948","Vienna",2016-12-03
"268950","Vienna",2016-11-27
"268951","Vienna",2016-11-24
"268952","Vienna",2016-11-22
"268966","Vienna",2016-10-15
"268968","Vienna",2016-10-08
"268969","Vienna",2016-10-06
"268971","Vienna",2016-09-29
"268973","Vienna",2016-09-24
"268974","Vienna",2016-09-23
"268979","Vienna",2016-09-13
"268983","Vienna",2016-09-04
"268984","Vienna",2016-09-03
"268986","Vienna",2016-08-28
"268989","Vienna",2016-08-25
"268991","Vienna",2016-08-24
"268992","Vienna",2016-08-21
"268995","Vienna",2016-08-20
"268999","Vienna",2016-08-11
"269000","Vienna",2016-08-09
"269003","Vienna",2016-08-04
"269007","Vienna",2016-07-24
"269010","Vienna",2016-07-14
"269012","Vienna",2016-07-08
"269013","Vienna",2016-06-30
"269015","Vienna",2016-06-22
"269016","Vienna",2016-06-19
"269017","Vienna",2016-06-16
"269018","Vienna",2016-06-11
"269024","Vienna",2016-05-29
"269025","Vienna",2016-05-19
"269026","Vienna",2016-05-18
"269029","Vienna",2016-05-14
"269033","Vienna",2016-05-07
"269035","Vienna",2016-05-05
"269041","Vienna",2016-04-07
"269042","Vienna",2016-04-05
"269043","Vienna",2016-03-31
"269047","Vienna",2016-03-23
"269048","Vienna",2016-03-19
"269049","Vienna",2016-03-13
"269051","Vienna",2016-02-16
"269054","Vienna",2016-02-06
"269055","Vienna",2016-01-31
"269056","Vienna",2016-01-18
"269057","Vienna",2016-01-16
"269058","Vienna",2016-01-14
"269060","Vienna",2016-01-12
"269067","Vienna",2015-12-26
"269068","Vienna",2015-12-22
"269069","Vienna",2015-12-21
"269070","Vienna",2015-12-19
"269073","Vienna",2015-12-07
"269075","Vienna",2015-12-04
"269076","Vienna",2015-12-02
"269080","Vienna",2015-11-08
"269084","Vienna",2015-10-28
"269085","Vienna",2015-10-27
"269086","Vienna",2015-10-20
"269087","Vienna",2015-10-17
"269089","Vienna",2015-10-06
"269092","Vienna",2015-09-21
"269097","Vienna",2015-09-10
"269098","Vienna",2015-09-08
"269099","Vienna",2015-09-06
"269101","Vienna",2015-09-03
"269107","Vienna",2015-08-28
"269108","Vienna",2015-08-27
"269109","Vienna",2015-08-24
"269110","Vienna",2015-08-22
"269113","Vienna",2015-08-14
"269114","Barcelona",2017-08-03
"269117","Barcelona",2017-07-15
"269118","Barcelona",2017-07-04
"269119","Barcelona",2017-06-23
"269120","Barcelona",2017-06-15
"269122","Barcelona",2017-05-21
"269124","Barcelona",2017-05-03
"269125","Barcelona",2017-05-02
"269128","Barcelona",2017-04-20
"269132","Barcelona",2017-03-19
"269133","Barcelona",2017-03-15
"269134","Barcelona",2017-03-07
"269135","Barcelona",2017-02-27
"269136","Barcelona",2017-02-15
"269140","Barcelona",2017-02-07
"269141","Barcelona",2017-01-09
"269142","Barcelona",2017-01-07
"269143","Barcelona",2016-12-08
"269144","Barcelona",2016-12-06
"269145","Barcelona",2016-12-03
"269146","Barcelona",2016-12-02
"269147","Barcelona",2016-11-30
"269148","Barcelona",2016-11-12
"269150","Barcelona",2016-09-30
"269151","Barcelona",2016-09-20
"269152","Barcelona",2016-09-15
"269153","Barcelona",2016-09-03
"269154","Barcelona",2016-09-01
"269155","Barcelona",2016-08-30
"269156","Barcelona",2016-08-27
"269158","Barcelona",2016-08-09
"269159","Barcelona",2016-08-07
"269160","Barcelona",2016-08-06
"269161","Barcelona",2016-07-26
"269162","Barcelona",2016-07-03
"269164","Barcelona",2016-06-28
"269165","Barcelona",2016-06-16
"269167","Barcelona",2016-06-10
"269169","Barcelona",2016-05-25
"269170","Barcelona",2016-05-10
"269171","Barcelona",2016-04-26
"269173","Barcelona",2016-04-24
"269174","Barcelona",2016-04-18
"269175","Barcelona",2016-04-14
"269176","Barcelona",2016-04-07
"269177","Barcelona",2016-04-02
"269179","Barcelona",2016-03-30
"269180","Barcelona",2016-03-29
"269182","Barcelona",2016-03-23
"269183","Barcelona",2016-03-22
"269184","Barcelona",2016-03-16
"269185","Barcelona",2016-02-20
"269188","Barcelona",2016-01-11
"269189","Barcelona",2016-01-05
"269190","Barcelona",2015-12-23
"269191","Barcelona",2015-11-17
"269192","Barcelona",2015-11-10
"269193","Barcelona",2015-10-24
"269194","Barcelona",2015-10-20
"269195","Barcelona",2015-09-28
"269197","Barcelona",2015-09-05
"269198","Barcelona",2015-09-03
"269199","Barcelona",2015-09-01
"269200","Barcelona",2015-08-31
"269203","Barcelona",2015-08-06
"269204","Barcelona",2015-08-04
"269206","Barcelona",2017-07-25
"269207","Barcelona",2017-07-24
"269210","Barcelona",2017-07-16
"269211","Barcelona",2017-07-14
"269212","Barcelona",2017-06-30
"269213","Barcelona",2017-06-22
"269214","Barcelona",2017-06-16
"269217","Barcelona",2017-05-22
"269218","Barcelona",2017-05-17
"269220","Barcelona",2017-05-09
"269221","Barcelona",2017-05-06
"269223","Barcelona",2017-05-01
"269225","Barcelona",2017-04-28
"269229","Barcelona",2016-12-31
"269230","Barcelona",2016-12-28
"269231","Barcelona",2016-12-24
"269232","Barcelona",2016-12-19
"269234","Barcelona",2016-12-04
"269235","Barcelona",2016-11-06
"269236","Barcelona",2016-11-05
"269237","Barcelona",2016-10-26
"269238","Barcelona",2016-10-16
"269239","Barcelona",2016-10-02
"269240","Barcelona",2016-09-27
"269244","Barcelona",2016-09-10
"269246","Barcelona",2016-08-11
"269248","Barcelona",2016-08-08
"269249","Barcelona",2016-08-02
"269250","Barcelona",2016-07-27
"269252","Barcelona",2016-07-19
"269253","Barcelona",2016-07-18
"269254","Barcelona",2016-07-05
"269255","Barcelona",2016-06-29
"269257","Barcelona",2016-06-05
"269258","Barcelona",2016-05-31
"269261","Barcelona",2016-05-22
"269264","Barcelona",2016-05-07
"269265","Barcelona",2016-04-29
"269267","Barcelona",2016-04-03
"269269","Barcelona",2016-02-27
"269271","Barcelona",2016-01-28
"269272","Barcelona",2016-01-26
"269273","Barcelona",2016-01-21
"269274","Barcelona",2016-01-14
"269275","Barcelona",2016-01-12
"269276","Barcelona",2016-01-04
"269277","Barcelona",2015-12-22
"269278","Barcelona",2015-11-24
"269279","Barcelona",2015-11-22
"269281","Barcelona",2015-10-31
"269283","Barcelona",2015-09-26
"269285","Barcelona",2015-09-13
"269286","Barcelona",2015-09-12
"269288","Barcelona",2015-08-15
"269295","Amsterdam",2017-07-26
"269302","Amsterdam",2017-07-02
"269327","Amsterdam",2017-05-14
"269335","Amsterdam",2017-04-29
"269347","Amsterdam",2017-04-06
"269352","Amsterdam",2017-04-03
"269368","Amsterdam",2017-03-08
"269374","Amsterdam",2017-03-03
"269401","Amsterdam",2017-01-14
"269412","Amsterdam",2016-12-26
"269429","Amsterdam",2016-11-14
"269443","Amsterdam",2016-10-09
"269456","Amsterdam",2016-09-10
"269463","Amsterdam",2016-08-29
"269471","Amsterdam",2016-08-18
"269472","Amsterdam",2016-08-15
"269489","Amsterdam",2016-07-16
"269491","Amsterdam",2016-07-08
"269508","Amsterdam",2016-06-10
"269509","Amsterdam",2016-06-09
"269526","Amsterdam",2016-05-06
"269532","Amsterdam",2016-04-21
"269549","Amsterdam",2016-03-19
"269557","Amsterdam",2016-03-06
"269558","Amsterdam",2016-03-04
"269578","Amsterdam",2016-01-10
"269582","Amsterdam",2015-12-29
"269587","Amsterdam",2015-12-16
"269611","Amsterdam",2015-10-15
"269645","Amsterdam",2017-07-11
"269719","Amsterdam",2017-03-17
"269755","Amsterdam",2017-02-10
"269762","Amsterdam",2017-02-04
"269781","Amsterdam",2017-01-06
"269792","Amsterdam",2016-12-17
"269793","Amsterdam",2016-12-16
"269812","Amsterdam",2016-11-30
"269818","Amsterdam",2016-11-13
"269865","Amsterdam",2016-08-24
"269875","Amsterdam",2016-08-05
"269906","Amsterdam",2016-06-06
"269914","Amsterdam",2016-05-11
"269929","Amsterdam",2016-04-09
"269944","Amsterdam",2016-03-05
"269967","Amsterdam",2016-01-25
"269970","Amsterdam",2016-01-18
"269972","Amsterdam",2016-01-17
"269983","Amsterdam",2015-12-18
"270036","Amsterdam",2015-08-08
"270041","Barcelona",2017-07-08
"270043","Barcelona",2017-06-11
"270048","Barcelona",2016-11-11
"270049","Barcelona",2016-09-25
"270050","Barcelona",2016-09-18
"270052","Barcelona",2016-09-04
"270054","Barcelona",2016-07-31
"270056","Barcelona",2016-06-27
"270057","Barcelona",2016-05-24
"270058","Barcelona",2016-05-17
"270060","Barcelona",2016-04-01
"270064","Barcelona",2015-12-31
"270065","Barcelona",2015-11-15
"270066","Barcelona",2015-11-03
"270068","Barcelona",2015-09-17
"270069","Barcelona",2015-09-15
"270073","Barcelona",2015-08-22
"270075","Barcelona",2017-07-29
"270077","Barcelona",2017-05-16
"270079","Barcelona",2017-04-17
"270081","Barcelona",2017-01-12
"270082","Barcelona",2017-01-05
"270085","Barcelona",2016-11-25
"270086","Barcelona",2016-11-20
"270087","Barcelona",2016-10-24
"270088","Barcelona",2016-09-28
"270089","Barcelona",2016-09-16
"270090","Barcelona",2016-09-07
"270091","Barcelona",2016-08-29
"270096","Barcelona",2016-06-23
"270099","Barcelona",2016-05-08
"270100","Barcelona",2016-04-28
"270102","Barcelona",2016-04-23
"270105","Barcelona",2016-03-06
"270106","Barcelona",2016-02-17
"270107","Barcelona",2016-01-02
"270108","Barcelona",2015-12-16
"270109","Barcelona",2015-11-21
"270110","Barcelona",2015-10-17
"270111","Barcelona",2015-09-29
"270112","Barcelona",2015-09-09
"270114","Barcelona",2015-09-04
"270115","Barcelona",2015-09-02
"270116","Barcelona",2015-08-25
"270157","Amsterdam",2017-05-20
"270164","Amsterdam",2017-03-25
"270185","Vienna",2017-06-12
"270192","Vienna",2017-05-04
"270198","Vienna",2017-03-22
"270199","Vienna",2017-03-20
"270200","Vienna",2017-03-07
"270201","Vienna",2017-03-05
"270203","Vienna",2017-02-19
"270206","Vienna",2017-02-11
"270207","Vienna",2017-02-02
"270229","Vienna",2016-10-02
"270246","Vienna",2016-06-29
"270249","Vienna",2016-06-18
"270251","Vienna",2016-05-30
"270253","Vienna",2016-04-29
"270255","Vienna",2016-04-28
"270257","Vienna",2016-04-21
"270259","Vienna",2016-04-06
"270261","Vienna",2016-03-21
"270263","Vienna",2016-03-17
"270264","Vienna",2016-03-05
"270265","Vienna",2016-02-23
"270269","Vienna",2015-12-25
"270271","Vienna",2015-11-30
"270272","Vienna",2015-11-17
"270274","Vienna",2015-10-25
"270279","Vienna",2015-10-01
"270280","Vienna",2015-09-29
"270291","Vienna",2015-08-23
"270303","Vienna",2017-06-23
"270306","Vienna",2017-06-02
"270309","Vienna",2017-05-17
"270314","Vienna",2017-04-22
"270318","Vienna",2017-04-10
"270319","Vienna",2017-04-09
"270324","Vienna",2017-03-23
"270344","Vienna",2016-12-16
"270348","Vienna",2016-12-08
"270351","Vienna",2016-12-04
"270352","Vienna",2016-12-02
"270353","Vienna",2016-11-06
"270355","Vienna",2016-10-24
"270360","Vienna",2016-10-11
"270374","Vienna",2016-09-14
"270380","Vienna",2016-09-05
"270389","Vienna",2016-08-01
"270390","Vienna",2016-07-13
"270395","Vienna",2016-07-03
"270396","Vienna",2016-06-27
"270401","Vienna",2016-06-17
"270408","Vienna",2016-05-26
"270412","Vienna",2016-05-06
"270415","Vienna",2016-04-22
"270418","Vienna",2016-04-13
"270422","Vienna",2016-04-03
"270425","Vienna",2016-03-12
"270427","Vienna",2016-03-08
"270431","Vienna",2016-02-25
"270432","Vienna",2016-02-20
"270433","Vienna",2016-02-18
"270434","Vienna",2016-02-17
"270436","Vienna",2016-01-27
"270440","Vienna",2015-12-27
"270447","Vienna",2015-11-16
"270450","Vienna",2015-11-07
"270451","Vienna",2015-11-02
"270456","Vienna",2015-10-09
"270457","Vienna",2015-10-08
"270458","Vienna",2015-09-30
"270460","Vienna",2015-09-20
"270470","Vienna",2015-08-13
"270471","Vienna",2015-08-12
"270479","Vienna",2017-07-08
"270482","Vienna",2017-06-09
"270487","Vienna",2017-05-24
"270501","Vienna",2017-03-13
"270525","Vienna",2016-10-23
"270540","Vienna",2016-07-29
"270560","Vienna",2016-05-04
"270565","Vienna",2016-04-17
"270567","Vienna",2016-04-02
"270570","Vienna",2016-03-14
"270572","Vienna",2016-02-27
"270574","Vienna",2016-02-21
"270582","Vienna",2015-12-09
"270586","Vienna",2015-11-01
"270596","Vienna",2015-09-27
"270597","Vienna",2015-09-19
"270608","Vienna",2015-08-10
"270609","Vienna",2017-08-01
"270616","Vienna",2017-06-26
"270620","Vienna",2017-06-08
"270627","Vienna",2017-05-16
"270632","Vienna",2017-04-29
"270641","Vienna",2017-03-10
"270644","Vienna",2017-02-25
"270663","Vienna",2016-11-23
"270666","Vienna",2016-11-05
"270685","Vienna",2016-08-29
"270702","Vienna",2016-07-30
"270712","Vienna",2016-07-02
"270713","Vienna",2016-07-01
"270717","Vienna",2016-06-20
"270726","Vienna",2016-05-28
"270728","Vienna",2016-05-23
"270741","Vienna",2016-03-18
"270747","Vienna",2016-03-09
"270750","Vienna",2016-03-01
"270752","Vienna",2016-02-24
"270767","Vienna",2015-11-28
"270768","Vienna",2015-11-27
"270769","Vienna",2015-11-26
"270779","Vienna",2015-10-26
"270781","Vienna",2015-10-18
"270784","Vienna",2015-10-15
"270785","Vienna",2015-10-14
"270790","Vienna",2015-10-03
"270795","Vienna",2015-09-14
"270796","Vienna",2015-09-07
"270800","Vienna",2015-08-29
"270877","Amsterdam",2016-04-01
"270881","Amsterdam",2015-12-24
"270944","Amsterdam",2016-12-03
"270945","Amsterdam",2016-11-20
"270955","Amsterdam",2016-10-01
"270976","Amsterdam",2016-07-22
"270978","Amsterdam",2016-07-13
"271018","Amsterdam",2016-01-30
"271027","Amsterdam",2015-11-18
"271088","Amsterdam",2017-04-02
"271104","Amsterdam",2017-02-12
"271122","Amsterdam",2016-11-19
"271145","Amsterdam",2016-09-07
"271195","Amsterdam",2016-05-14
"271264","Amsterdam",2017-07-23
"271358","Amsterdam",2016-01-06
"271362","Amsterdam",2015-11-28
"271373","Amsterdam",2015-08-28
"271411","Amsterdam",2017-01-10
"271425","Amsterdam",2016-11-24
"271426","Amsterdam",2016-11-17
"271497","Amsterdam",2016-02-12
"271498","Amsterdam",2016-02-05
"271610","Amsterdam",2017-03-26
"271670","Amsterdam",2016-12-04
"271678","Amsterdam",2016-11-23
"271696","Amsterdam",2016-10-21
"272021","Amsterdam",2016-12-02
"272148","Amsterdam",2016-06-19
"272154","Amsterdam",2016-06-12
"272273","Amsterdam",2015-12-05
"272347","Barcelona",2017-07-31
"272352","Barcelona",2017-07-10
"272355","Barcelona",2017-07-03
"272357","Barcelona",2017-06-28
"272360","Barcelona",2017-06-13
"272371","Barcelona",2017-04-30
"272372","Barcelona",2017-04-26
"272376","Barcelona",2017-04-12
"272377","Barcelona",2017-04-07
"272378","Barcelona",2017-03-29
"272379","Barcelona",2017-03-24
"272380","Barcelona",2017-03-21
"272383","Barcelona",2017-02-24
"272384","Barcelona",2017-02-21
"272387","Barcelona",2017-02-11
"272388","Barcelona",2017-02-08
"272389","Barcelona",2017-02-06
"272390","Barcelona",2017-01-24
"272392","Barcelona",2017-01-19
"272397","Barcelona",2016-11-23
"272398","Barcelona",2016-11-21
"272400","Barcelona",2016-11-19
"272401","Barcelona",2016-11-17
"272402","Barcelona",2016-11-15
"272403","Barcelona",2016-11-09
"272404","Barcelona",2016-11-07
"272406","Barcelona",2016-11-04
"272408","Barcelona",2016-11-02
"272409","Barcelona",2016-11-01
"272411","Barcelona",2016-10-27
"272413","Barcelona",2016-10-20
"272415","Barcelona",2016-10-18
"272418","Barcelona",2016-10-08
"272419","Barcelona",2016-10-04
"272423","Barcelona",2016-09-29
"272424","Barcelona",2016-09-24
"272425","Barcelona",2016-09-22
"272429","Barcelona",2016-09-08
"272431","Barcelona",2016-08-28
"272432","Barcelona",2016-08-26
"272435","Barcelona",2016-08-05
"272438","Barcelona",2016-07-20
"272443","Barcelona",2016-07-16
"272444","Barcelona",2016-07-14
"272445","Barcelona",2016-07-13
"272446","Barcelona",2016-07-11
"272448","Barcelona",2016-07-10
"272452","Barcelona",2016-06-26
"272453","Barcelona",2016-06-25
"272455","Barcelona",2016-06-21
"272458","Barcelona",2016-06-19
"272460","Barcelona",2016-06-18
"272461","Barcelona",2016-06-17
"272462","Barcelona",2016-06-11
"272464","Barcelona",2016-06-09
"272471","Barcelona",2016-05-19
"272480","Barcelona",2016-04-17
"272482","Barcelona",2016-04-05
"272488","Barcelona",2016-03-21
"272489","Barcelona",2016-03-20
"272490","Barcelona",2016-03-19
"272491","Barcelona",2016-03-17
"272492","Barcelona",2016-03-10
"272493","Barcelona",2016-03-09
"272494","Barcelona",2016-03-05
"272495","Barcelona",2016-03-03
"272497","Barcelona",2016-02-22
"272498","Barcelona",2016-02-21
"272501","Barcelona",2016-02-12
"272505","Barcelona",2016-02-03
"272506","Barcelona",2016-01-20
"272510","Barcelona",2015-12-17
"272514","Barcelona",2015-11-20
"272515","Barcelona",2015-11-18
"272522","Barcelona",2015-11-08
"272523","Barcelona",2015-11-07
"272524","Barcelona",2015-11-04
"272527","Barcelona",2015-10-27
"272528","Barcelona",2015-10-23
"272529","Barcelona",2015-10-21
"272533","Barcelona",2015-10-13
"272538","Barcelona",2015-09-23
"272539","Barcelona",2015-09-22
"272541","Barcelona",2015-09-20
"272545","Barcelona",2015-09-11
"272547","Barcelona",2015-09-10
"272548","Barcelona",2015-09-08
"272550","Barcelona",2015-08-23
"272551","Barcelona",2015-08-21
"272552","Barcelona",2015-08-10
"272553","Barcelona",2015-08-09
"272563","Barcelona",2017-07-01
"272567","Barcelona",2017-06-24
"272569","Barcelona",2017-06-18
"272570","Barcelona",2017-06-14
"272571","Barcelona",2017-06-12
"272573","Barcelona",2017-06-02
"272574","Barcelona",2017-06-01
"272576","Barcelona",2017-05-27
"272578","Barcelona",2017-05-24
"272583","Barcelona",2017-05-07
"272587","Barcelona",2017-04-24
"272588","Barcelona",2017-04-19
"272593","Barcelona",2017-04-01
"272599","Barcelona",2017-02-22
"272600","Barcelona",2017-02-16
"272603","Barcelona",2017-01-31
"272604","Barcelona",2017-01-10
"272611","Barcelona",2017-01-01
"272613","Barcelona",2016-12-25
"272614","Barcelona",2016-12-23
"272615","Barcelona",2016-12-15
"272618","Barcelona",2016-11-27
"272619","Barcelona",2016-11-22
"272622","Barcelona",2016-11-14
"272628","Barcelona",2016-10-31
"272629","Barcelona",2016-10-25
"272630","Barcelona",2016-10-21
"272634","Barcelona",2016-10-17
"272635","Barcelona",2016-10-14
"272636","Barcelona",2016-10-13
"272643","Barcelona",2016-09-26
"272646","Barcelona",2016-09-19
"272649","Barcelona",2016-09-14
"272652","Barcelona",2016-09-06
"272654","Barcelona",2016-08-31
"272658","Barcelona",2016-08-24
"272659","Barcelona",2016-08-23
"272660","Barcelona",2016-08-22
"272661","Barcelona",2016-08-21
"272662","Barcelona",2016-08-18
"272663","Barcelona",2016-08-16
"272667","Barcelona",2016-08-04
"272670","Barcelona",2016-07-28
"272671","Barcelona",2016-07-24
"272672","Barcelona",2016-07-22
"272673","Barcelona",2016-07-21
"272679","Barcelona",2016-07-09
"272680","Barcelona",2016-07-07
"272682","Barcelona",2016-07-06
"272683","Barcelona",2016-07-04
"272686","Barcelona",2016-06-24
"272701","Barcelona",2016-05-16
"272704","Barcelona",2016-05-01
"272705","Barcelona",2016-04-21
"272706","Barcelona",2016-04-20
"272707","Barcelona",2016-04-13
"272709","Barcelona",2016-04-11
"272710","Barcelona",2016-04-06
"272722","Barcelona",2016-03-15
"272723","Barcelona",2016-03-13
"272725","Barcelona",2016-03-12
"272727","Barcelona",2016-03-08
"272728","Barcelona",2016-03-07
"272729","Barcelona",2016-03-04
"272730","Barcelona",2016-03-01
"272734","Barcelona",2016-02-16
"272736","Barcelona",2016-02-11
"272738","Barcelona",2016-02-06
"272739","Barcelona",2016-01-31
"272740","Barcelona",2016-01-30
"272743","Barcelona",2016-01-16
"272745","Barcelona",2016-01-13
"272748","Barcelona",2016-01-07
"272754","Barcelona",2015-12-27
"272755","Barcelona",2015-12-26
"272757","Barcelona",2015-12-20
"272758","Barcelona",2015-12-18
"272759","Barcelona",2015-12-13
"272760","Barcelona",2015-12-09
"272761","Barcelona",2015-12-08
"272762","Barcelona",2015-12-05
"272763","Barcelona",2015-12-04
"272764","Barcelona",2015-12-03
"272766","Barcelona",2015-12-01
"272769","Barcelona",2015-11-29
"272770","Barcelona",2015-11-28
"272771","Barcelona",2015-11-26
"272772","Barcelona",2015-11-25
"272773","Barcelona",2015-11-23
"272779","Barcelona",2015-11-05
"272783","Barcelona",2015-11-01
"272786","Barcelona",2015-10-29
"272787","Barcelona",2015-10-25
"272795","Barcelona",2015-10-10
"272796","Barcelona",2015-10-09
"272797","Barcelona",2015-10-08
"272799","Barcelona",2015-10-06
"272800","Barcelona",2015-10-03
"272801","Barcelona",2015-09-30
"272807","Barcelona",2015-09-24
"272815","Barcelona",2015-09-06
"272821","Barcelona",2015-08-27
"272822","Barcelona",2015-08-26
"272824","Barcelona",2015-08-18
"272825","Barcelona",2015-08-17
"272826","Barcelona",2015-08-16
"272827","Barcelona",2015-08-13
"272849","Amsterdam",2017-06-03
"272983","Amsterdam",2016-03-11
"273045","Amsterdam",2016-09-28
"273135","Barcelona",2017-07-28
"273162","Barcelona",2017-05-19
"273167","Barcelona",2017-05-04
"273171","Barcelona",2017-03-31
"273179","Barcelona",2017-02-20
"273180","Barcelona",2017-02-19
"273181","Barcelona",2017-02-17
"273184","Barcelona",2017-01-25
"273186","Barcelona",2017-01-16
"273187","Barcelona",2017-01-15
"273190","Barcelona",2016-12-27
"273194","Barcelona",2016-12-13
"273196","Barcelona",2016-12-07
"273199","Barcelona",2016-12-01
"273200","Barcelona",2016-11-29
"273201","Barcelona",2016-11-28
"273203","Barcelona",2016-11-18
"273204","Barcelona",2016-11-13
"273211","Barcelona",2016-10-03
"273215","Barcelona",2016-09-21
"273224","Barcelona",2016-09-05
"273229","Barcelona",2016-08-25
"273232","Barcelona",2016-08-20
"273235","Barcelona",2016-08-17
"273236","Barcelona",2016-08-14
"273244","Barcelona",2016-07-30
"273249","Barcelona",2016-07-25
"273256","Barcelona",2016-07-15
"273259","Barcelona",2016-07-12
"273263","Barcelona",2016-07-08
"273268","Barcelona",2016-07-01
"273282","Barcelona",2016-06-14
"273283","Barcelona",2016-06-12
"273286","Barcelona",2016-06-04
"273289","Barcelona",2016-05-30
"273290","Barcelona",2016-05-27
"273291","Barcelona",2016-05-26
"273299","Barcelona",2016-05-12
"273302","Barcelona",2016-05-04
"273304","Barcelona",2016-04-30
"273309","Barcelona",2016-04-25
"273319","Barcelona",2016-03-26
"273320","Barcelona",2016-03-24
"273325","Barcelona",2016-03-14
"273329","Barcelona",2016-03-02
"273333","Barcelona",2016-02-15
"273337","Barcelona",2016-01-27
"273338","Barcelona",2016-01-25
"273341","Barcelona",2016-01-09
"273345","Barcelona",2016-01-01
"273347","Barcelona",2015-12-24
"273352","Barcelona",2015-12-07
"273366","Barcelona",2015-10-19
"273368","Barcelona",2015-10-18
"273375","Barcelona",2015-10-02
"273376","Barcelona",2015-10-01
"273393","Barcelona",2015-08-20
"273404","Barcelona",2017-07-22
"273409","Barcelona",2017-07-18
"273418","Barcelona",2017-06-29
"273419","Barcelona",2017-06-27
"273428","Barcelona",2017-05-25
"273434","Barcelona",2017-05-14
"273443","Barcelona",2017-04-15
"273444","Barcelona",2017-04-04
"273451","Barcelona",2017-03-18
"273457","Barcelona",2017-02-25
"273461","Barcelona",2017-02-02
"273465","Barcelona",2017-01-21
"273466","Barcelona",2017-01-17
"273467","Barcelona",2017-01-14
"273468","Barcelona",2017-01-13
"273469","Barcelona",2017-01-11
"273471","Barcelona",2017-01-06
"273472","Barcelona",2017-01-04
"273473","Barcelona",2017-01-02
"273476","Barcelona",2016-12-20
"273479","Barcelona",2016-12-11
"273484","Barcelona",2016-11-26
"273491","Barcelona",2016-11-08
"273494","Barcelona",2016-11-03
"273496","Barcelona",2016-10-28
"273498","Barcelona",2016-10-23
"273499","Barcelona",2016-10-12
"273500","Barcelona",2016-10-10
"273502","Barcelona",2016-10-09
"273503","Barcelona",2016-10-05
"273514","Barcelona",2016-09-12
"273515","Barcelona",2016-09-11
"273516","Barcelona",2016-09-09
"273528","Barcelona",2016-08-10
"273544","Barcelona",2016-07-23
"273571","Barcelona",2016-06-08
"273575","Barcelona",2016-06-03
"273576","Barcelona",2016-06-02
"273583","Barcelona",2016-05-23
"273589","Barcelona",2016-05-13
"273595","Barcelona",2016-05-05
"273597","Barcelona",2016-05-02
"273608","Barcelona",2016-04-16
"273611","Barcelona",2016-04-09
"273618","Barcelona",2016-03-27
"273621","Barcelona",2016-03-18
"273645","Barcelona",2016-01-17
"273657","Barcelona",2015-12-15
"273660","Barcelona",2015-12-11
"273664","Barcelona",2015-11-30
"273671","Barcelona",2015-11-16
"273673","Barcelona",2015-11-12
"273676","Barcelona",2015-11-06
"273681","Barcelona",2015-11-02
"273685","Barcelona",2015-10-22
"273691","Barcelona",2015-10-14
"273698","Barcelona",2015-10-05
"273710","Barcelona",2015-09-19
"273716","Barcelona",2015-09-07
"273721","Barcelona",2015-08-30
"273730","Barcelona",2015-08-07
"273742","Barcelona",2017-05-28
"273746","Barcelona",2017-03-25
"273753","Barcelona",2016-10-29
"273762","Barcelona",2016-08-15
"273791","Barcelona",2015-09-16
"273821","Barcelona",2017-02-09
"273829","Barcelona",2016-10-06
"273866","Barcelona",2016-02-28
"273867","Barcelona",2016-02-10
"273871","Barcelona",2015-11-11
"273878","Barcelona",2015-09-18
"273880","Barcelona",2015-09-14
"274148","Amsterdam",2016-11-12
"274418","Amsterdam",2016-01-13
"274585","Amsterdam",2017-02-11
"274635","Amsterdam",2016-12-25
"274752","Amsterdam",2016-09-11
"274867","Amsterdam",2016-04-13
"274948","Amsterdam",2016-01-27
"274981","Vienna",2017-04-23
"275000","Vienna",2016-11-09
"275008","Vienna",2016-09-19
"275013","Vienna",2016-09-10
"275030","Vienna",2016-07-20
"275035","Vienna",2016-06-08
"275048","Vienna",2016-02-15
"275049","Vienna",2016-01-24
"275055","Vienna",2015-11-13
"275061","Vienna",2015-09-09
"275078","Vienna",2017-07-02
"275121","Vienna",2016-10-29
"275123","Vienna",2016-10-27
"275143","Vienna",2016-08-27
"275159","Vienna",2016-07-22
"275189","Vienna",2016-03-30
"275191","Vienna",2016-03-27
"275199","Vienna",2016-02-04
"275204","Vienna",2016-01-08
"275236","Vienna",2017-07-22
"275258","Vienna",2017-03-26
"275267","Vienna",2017-03-12
"275323","Vienna",2016-07-09
"275329","Vienna",2016-06-25
"275332","Vienna",2016-06-13
"275339","Vienna",2016-04-25
"275341","Vienna",2016-04-16
"275350","Vienna",2016-02-08
"275352","Vienna",2016-01-17
"275357","Vienna",2015-12-30
"275373","Vienna",2015-09-18
"275394","Vienna",2017-05-21
"275411","Vienna",2017-03-31
"275430","Vienna",2017-01-25
"275433","Vienna",2017-01-20
"275459","Vienna",2016-11-26
"275469","Vienna",2016-10-21
"275478","Vienna",2016-09-11
"275489","Vienna",2016-08-13
"275493","Vienna",2016-08-05
"275517","Vienna",2016-04-23
"275531","Vienna",2016-02-22
"275535","Vienna",2016-02-07
