"","Hotel_City","Review_Date2"
"3796","Paris",2017-04-23
"3797","Paris",2017-04-06
"3798","Paris",2017-02-24
"3799","Paris",2016-12-05
"3800","Paris",2016-07-14
"3801","Paris",2016-04-19
"3802","Paris",2016-04-10
"3804","Paris",2016-04-08
"3805","Paris",2015-12-19
"3806","Paris",2015-11-02
"3808","Paris",2015-09-27
"3809","Paris",2015-09-10
"3810","Paris",2015-09-03
"3811","Paris",2015-08-30
"3812","Paris",2015-08-26
"3813","Paris",2015-08-14
"3815","Paris",2017-06-11
"3816","Paris",2017-05-17
"3817","Paris",2017-02-07
"3818","Paris",2016-09-06
"3819","Paris",2016-08-13
"3820","Paris",2016-08-04
"3821","Paris",2016-06-16
"3822","Paris",2016-03-24
"3823","Paris",2016-03-19
"3824","Paris",2016-01-21
"3825","Paris",2015-11-03
"3826","Paris",2015-11-01
"3827","Paris",2015-10-06
"3828","Paris",2017-05-21
"3829","Paris",2017-02-10
"3832","Paris",2015-09-13
"3870","London",2016-06-18
"3884","London",2016-06-08
"4224","London",2015-12-04
"4268","London",2015-11-13
"4341","London",2015-10-10
"4347","London",2015-10-04
"4364","London",2015-09-25
"4393","London",2015-09-14
"4423","London",2015-09-05
"4432","London",2015-08-31
"4448","London",2015-08-26
"4635","London",2016-04-13
"4977","London",2015-11-09
"5096","London",2015-09-26
"5269","London",2017-07-29
"5271","London",2017-07-25
"5273","London",2017-07-22
"5274","London",2017-07-21
"5390","London",2017-05-20
"5392","London",2017-05-18
"5413","London",2017-05-06
"5470","London",2017-04-03
"5485","London",2017-03-22
"5503","London",2017-03-16
"5536","London",2017-02-26
"5771","London",2016-10-07
"5957","London",2016-06-13
"6341","London",2017-06-03
"6373","London",2017-05-21
"6472","London",2017-04-04
"6655","London",2017-01-05
"6881","London",2016-09-21
"6897","London",2016-09-14
"7546","London",2017-05-12
"7617","Paris",2017-06-28
"7618","Paris",2017-06-17
"7619","Paris",2017-05-02
"7620","Paris",2017-04-30
"7621","Paris",2017-04-11
"7622","Paris",2017-03-20
"7623","Paris",2017-03-07
"7624","Paris",2017-02-16
"7625","Paris",2017-01-24
"7626","Paris",2016-12-07
"7627","Paris",2016-10-08
"7628","Paris",2016-10-02
"7629","Paris",2016-10-01
"7630","Paris",2016-09-16
"7632","Paris",2016-08-17
"7633","Paris",2016-08-09
"7635","Paris",2016-07-31
"7636","Paris",2016-07-28
"7637","Paris",2016-07-26
"7638","Paris",2016-07-24
"7639","Paris",2016-07-21
"7640","Paris",2016-07-15
"7641","Paris",2016-07-13
"7642","Paris",2016-07-12
"7643","Paris",2016-07-07
"7644","Paris",2016-06-29
"7645","Paris",2016-06-28
"7646","Paris",2016-06-26
"7647","Paris",2016-05-25
"7648","Paris",2016-05-24
"7650","Paris",2016-05-12
"7651","Paris",2016-05-08
"7653","Paris",2016-05-03
"7655","Paris",2016-05-01
"7656","Paris",2016-04-17
"7657","Paris",2016-03-23
"7658","Paris",2016-03-15
"7659","Paris",2015-11-29
"7660","Paris",2015-09-29
"7661","Paris",2015-09-08
"7662","Paris",2015-08-25
"7663","Paris",2015-08-06
"7664","Paris",2017-07-28
"7665","Paris",2017-07-13
"7666","Paris",2017-07-02
"7667","Paris",2017-06-30
"7668","Paris",2017-06-23
"7669","Paris",2017-06-20
"7670","Paris",2017-06-18
"7671","Paris",2017-06-14
"7672","Paris",2017-06-13
"7673","Paris",2017-05-29
"7674","Paris",2017-05-07
"7676","Paris",2017-04-20
"7678","Paris",2017-04-16
"7679","Paris",2017-03-31
"7681","Paris",2017-03-28
"7682","Paris",2017-03-27
"7684","Paris",2017-02-13
"7685","Paris",2017-02-11
"7687","Paris",2017-01-30
"7688","Paris",2017-01-25
"7690","Paris",2017-01-11
"7691","Paris",2016-12-25
"7692","Paris",2016-12-22
"7693","Paris",2016-12-21
"7694","Paris",2016-12-04
"7695","Paris",2016-11-28
"7696","Paris",2016-11-04
"7697","Paris",2016-10-24
"7698","Paris",2016-10-19
"7699","Paris",2016-10-16
"7700","Paris",2016-10-14
"7701","Paris",2016-09-27
"7702","Paris",2016-09-25
"7704","Paris",2016-09-22
"7706","Paris",2016-08-30
"7707","Paris",2016-08-14
"7712","Paris",2016-06-14
"7713","Paris",2016-06-09
"7714","Paris",2016-06-07
"7715","Paris",2016-06-03
"7716","Paris",2016-05-29
"7719","Paris",2016-05-18
"7720","Paris",2016-05-05
"7721","Paris",2016-05-04
"7722","Paris",2016-04-24
"7724","Paris",2016-04-06
"7725","Paris",2016-01-25
"7726","Paris",2016-01-09
"7728","Paris",2015-12-30
"7729","Paris",2015-12-22
"7730","Paris",2015-11-15
"7733","Paris",2015-10-25
"7735","Paris",2015-09-22
"7736","Paris",2015-09-17
"7738","Paris",2015-09-01
"7740","Paris",2015-08-21
"7741","Paris",2015-08-18
"7742","Paris",2015-08-13
"7743","Paris",2015-08-11
"7744","Paris",2017-08-02
"7745","Paris",2017-07-26
"7746","Paris",2017-07-25
"7747","Paris",2017-07-17
"7748","Paris",2017-07-12
"7749","Paris",2017-07-10
"7751","Paris",2017-07-06
"7752","Paris",2017-06-24
"7754","Paris",2017-06-21
"7755","Paris",2017-06-06
"7756","Paris",2017-06-05
"7757","Paris",2017-06-03
"7758","Paris",2017-06-01
"7759","Paris",2017-05-28
"7760","Paris",2017-05-23
"7761","Paris",2017-05-19
"7763","Paris",2017-05-16
"7764","Paris",2017-05-06
"7765","Paris",2017-05-05
"7766","Paris",2017-05-03
"7767","Paris",2017-04-22
"7768","Paris",2017-04-21
"7770","Paris",2017-04-14
"7772","Paris",2017-04-12
"7774","Paris",2017-04-05
"7775","Paris",2017-04-04
"7776","Paris",2017-03-23
"7777","Paris",2017-03-22
"7779","Paris",2017-03-18
"7780","Paris",2017-03-17
"7781","Paris",2017-03-14
"7782","Paris",2017-03-10
"7783","Paris",2017-03-03
"7784","Paris",2017-02-15
"7785","Paris",2017-02-05
"7786","Paris",2017-01-27
"7787","Paris",2017-01-20
"7789","Paris",2017-01-04
"7790","Paris",2017-01-03
"7791","Paris",2017-01-01
"7792","Paris",2016-12-29
"7793","Paris",2016-12-28
"7794","Paris",2016-12-12
"7795","Paris",2016-12-11
"7798","Paris",2016-11-27
"7800","Paris",2016-11-24
"7801","Paris",2016-11-01
"7802","Paris",2016-10-31
"7803","Paris",2016-10-27
"7805","Paris",2016-10-21
"7808","Paris",2016-09-20
"7809","Paris",2016-09-17
"7810","Paris",2016-09-15
"7811","Paris",2016-08-24
"7812","Paris",2016-08-23
"7813","Paris",2016-08-19
"7817","Paris",2016-07-25
"7818","Paris",2016-07-23
"7820","Paris",2016-07-20
"7823","Paris",2016-07-05
"7824","Paris",2016-07-02
"7827","Paris",2016-06-27
"7828","Paris",2016-06-19
"7829","Paris",2016-06-15
"7831","Paris",2016-06-05
"7832","Paris",2016-05-27
"7833","Paris",2016-05-17
"7835","Paris",2016-04-30
"7837","Paris",2016-03-27
"7838","Paris",2016-03-09
"7839","Paris",2016-02-11
"7840","Paris",2016-02-02
"7842","Paris",2016-01-16
"7843","Paris",2016-01-13
"7844","Paris",2016-01-03
"7845","Paris",2017-08-01
"7846","Paris",2017-07-31
"7848","Paris",2017-07-24
"7849","Paris",2017-07-23
"7850","Paris",2017-07-18
"7852","Paris",2017-07-11
"7856","Paris",2017-06-26
"7860","Paris",2017-05-14
"7861","Paris",2017-05-11
"7862","Paris",2017-05-10
"7863","Paris",2017-05-08
"7865","Paris",2017-05-01
"7867","Paris",2017-04-27
"7869","Paris",2017-04-24
"7871","Paris",2017-04-01
"7872","Paris",2017-03-29
"7874","Paris",2017-03-25
"7877","Paris",2017-03-13
"7879","Paris",2017-03-11
"7881","Paris",2017-03-04
"7882","Paris",2017-02-25
"7885","Paris",2017-02-04
"7888","Paris",2017-01-23
"7889","Paris",2017-01-22
"7890","Paris",2017-01-06
"7897","Paris",2016-12-18
"7898","Paris",2016-12-13
"7903","Paris",2016-12-10
"7906","Paris",2016-11-21
"7907","Paris",2016-11-20
"7908","Paris",2016-11-16
"7909","Paris",2016-11-13
"7910","Paris",2016-11-09
"7913","Paris",2016-10-10
"7914","Paris",2016-10-05
"7915","Paris",2016-09-29
"7919","Paris",2016-09-08
"7920","Paris",2016-08-16
"7931","Paris",2016-07-04
"7934","Paris",2016-06-25
"7936","Paris",2016-06-13
"7939","Paris",2016-05-30
"7941","Paris",2016-05-21
"7943","Paris",2016-05-15
"7944","Paris",2016-05-13
"7945","Paris",2016-05-10
"7947","Paris",2016-04-21
"7949","Paris",2016-03-28
"7952","Paris",2016-03-22
"7953","Paris",2016-02-23
"7954","Paris",2016-02-09
"7955","Paris",2016-02-08
"7957","Paris",2016-01-26
"7958","Paris",2016-01-24
"7959","Paris",2016-01-23
"7960","Paris",2016-01-20
"7961","Paris",2016-01-04
"8122","Paris",2017-08-03
"8129","Paris",2017-07-22
"8130","Paris",2017-07-20
"8132","Paris",2017-07-14
"8136","Paris",2017-07-08
"8137","Paris",2017-07-07
"8139","Paris",2017-07-04
"8140","Paris",2017-07-03
"8141","Paris",2017-06-27
"8143","Paris",2017-06-22
"8147","Paris",2017-06-12
"8148","Paris",2017-06-07
"8152","Paris",2017-05-15
"8160","Paris",2017-04-19
"8162","Paris",2017-03-16
"8165","Paris",2017-02-18
"8166","Paris",2017-02-17
"8167","Paris",2017-01-15
"8169","Paris",2016-12-26
"8170","Paris",2016-11-02
"8173","Paris",2016-10-17
"8174","Paris",2016-09-09
"8177","Paris",2016-07-17
"8179","Paris",2016-06-30
"8181","Paris",2016-06-20
"8182","Paris",2016-06-02
"8183","Paris",2016-05-22
"8184","Paris",2016-05-20
"8186","Paris",2016-04-26
"8188","Paris",2016-02-16
"8189","Paris",2016-02-07
"8191","Paris",2016-01-27
"8192","Paris",2016-01-01
"8193","Paris",2015-12-20
"8194","Paris",2015-12-16
"8195","Paris",2015-10-30
"8196","Paris",2015-10-16
"8198","Paris",2015-09-30
"8199","Paris",2015-09-25
"8200","Paris",2015-09-24
"8202","Paris",2015-09-09
"8205","Paris",2015-08-22
"8206","Paris",2015-08-12
"8209","Paris",2017-07-27
"8213","Paris",2017-07-19
"8226","Paris",2017-06-25
"8229","Paris",2017-06-08
"8233","Paris",2017-05-18
"8241","Paris",2017-04-29
"8242","Paris",2017-04-28
"8245","Paris",2017-04-10
"8248","Paris",2017-03-19
"8251","Paris",2017-02-27
"8252","Paris",2017-02-12
"8254","Paris",2017-02-01
"8259","Paris",2016-10-29
"8260","Paris",2016-10-26
"8262","Paris",2016-10-13
"8263","Paris",2016-10-12
"8264","Paris",2016-10-07
"8265","Paris",2016-10-06
"8266","Paris",2016-09-01
"8267","Paris",2016-08-22
"8268","Paris",2016-08-10
"8274","Paris",2016-06-21
"8275","Paris",2016-06-18
"8278","Paris",2016-05-26
"8279","Paris",2016-04-05
"8281","Paris",2016-03-29
"8285","Paris",2015-12-29
"8286","Paris",2015-11-24
"8287","Paris",2015-11-23
"8288","Paris",2015-11-17
"8289","Paris",2015-11-13
"8290","Paris",2015-11-10
"8291","Paris",2015-10-13
"8294","Paris",2015-09-20
"8296","Paris",2015-08-23
"8297","Paris",2015-08-20
"8300","Paris",2015-08-09
"8301","Paris",2015-08-05
"8333","London",2017-07-15
"8475","London",2017-04-24
"9693","London",2017-07-28
"11770","London",2017-07-23
"12366","Paris",2017-06-10
"12367","Paris",2017-05-30
"12368","Paris",2017-05-22
"12369","Paris",2017-05-13
"12372","Paris",2017-04-13
"12380","Paris",2017-03-12
"12381","Paris",2017-03-06
"12383","Paris",2017-03-02
"12385","Paris",2017-02-26
"12388","Paris",2017-02-20
"12391","Paris",2017-01-21
"12392","Paris",2017-01-10
"12393","Paris",2017-01-09
"12395","Paris",2017-01-07
"12397","Paris",2017-01-02
"12399","Paris",2016-11-08
"12400","Paris",2016-11-07
"12405","Paris",2016-10-04
"12409","Paris",2016-09-19
"12410","Paris",2016-09-18
"12411","Paris",2016-09-03
"12413","Paris",2016-08-31
"12415","Paris",2016-08-29
"12417","Paris",2016-08-18
"12419","Paris",2016-08-12
"12420","Paris",2016-08-11
"12432","Paris",2016-06-08
"12439","Paris",2016-05-23
"12441","Paris",2016-05-09
"12443","Paris",2016-05-02
"12446","Paris",2016-04-16
"12451","Paris",2015-11-08
"12453","Paris",2015-10-14
"12456","Paris",2015-10-02
"12460","Paris",2015-09-02
"12463","Paris",2015-08-08
"12464","Paris",2015-08-04
"12476","Paris",2017-06-16
"12478","Paris",2017-05-20
"12479","Paris",2017-05-12
"12484","Paris",2017-04-17
"12487","Paris",2017-04-07
"12490","Paris",2017-03-30
"12499","Paris",2017-03-15
"12508","Paris",2017-02-22
"12514","Paris",2016-12-31
"12515","Paris",2016-12-19
"12517","Paris",2016-12-16
"12518","Paris",2016-12-09
"12520","Paris",2016-11-26
"12522","Paris",2016-11-17
"12523","Paris",2016-11-06
"12524","Paris",2016-11-03
"12526","Paris",2016-10-23
"12527","Paris",2016-10-18
"12530","Paris",2016-10-09
"12532","Paris",2016-09-28
"12533","Paris",2016-09-26
"12538","Paris",2016-09-13
"12540","Paris",2016-09-05
"12543","Paris",2016-08-25
"12555","Paris",2016-07-19
"12558","Paris",2016-07-10
"12559","Paris",2016-07-09
"12561","Paris",2016-07-08
"12563","Paris",2016-07-06
"12572","Paris",2016-06-10
"12573","Paris",2016-06-06
"12574","Paris",2016-05-31
"12582","Paris",2016-04-25
"12584","Paris",2016-04-12
"12586","Paris",2015-11-22
"12594","Paris",2015-10-10
"12597","Paris",2015-09-23
"12599","Paris",2015-09-19
"12601","Paris",2015-09-15
"12604","Paris",2015-08-19
"12605","Paris",2015-08-17
"12609","Paris",2017-07-15
"12611","Paris",2017-05-31
"12617","Paris",2016-12-23
"12625","Paris",2016-05-19
"12627","Paris",2016-04-28
"12629","Paris",2015-10-31
"12630","Paris",2015-10-20
"12632","Paris",2015-09-06
"12633","Paris",2015-08-29
"12637","Paris",2017-07-01
"12644","Paris",2017-03-24
"12646","Paris",2017-02-06
"12647","Paris",2017-01-31
"12654","Paris",2016-11-12
"12659","Paris",2016-10-03
"12668","Paris",2016-06-12
"12672","Paris",2016-05-07
"12676","Paris",2016-03-16
"12678","Paris",2015-12-03
"12679","Paris",2015-12-01
"12681","Paris",2015-11-30
"12686","Paris",2015-10-08
"12695","Paris",2015-08-31
"12704","Paris",2017-06-15
"12710","Paris",2017-05-09
"12715","Paris",2017-04-15
"12720","Paris",2016-12-27
"12723","Paris",2016-11-15
"12724","Paris",2016-10-22
"12728","Paris",2016-09-24
"12729","Paris",2016-09-07
"12738","Paris",2016-07-30
"12741","Paris",2016-06-23
"12742","Paris",2016-06-11
"12749","Paris",2016-04-03
"12750","Paris",2016-03-31
"12753","Paris",2016-02-05
"12754","Paris",2016-01-06
"12759","Paris",2015-10-22
"12762","Paris",2015-10-12
"12763","Paris",2015-10-11
"12764","Paris",2015-10-05
"12766","Paris",2015-09-18
"12767","Paris",2015-09-14
"12769","Paris",2015-09-12
"12774","Paris",2015-08-27
"12780","Paris",2015-08-16
"12796","Paris",2017-05-27
"12797","Paris",2017-05-25
"12810","Paris",2017-01-28
"12828","Paris",2016-09-02
"12834","Paris",2016-08-15
"12837","Paris",2016-08-06
"12845","Paris",2016-07-11
"12857","Paris",2016-04-20
"12860","Paris",2016-04-02
"12862","Paris",2016-03-30
"12864","Paris",2016-03-20
"12865","Paris",2016-03-08
"12867","Paris",2016-03-01
"12869","Paris",2016-02-21
"12874","Paris",2016-01-19
"12879","Paris",2015-12-27
"12880","Paris",2015-12-25
"12881","Paris",2015-12-24
"12882","Paris",2015-12-15
"12883","Paris",2015-12-13
"12884","Paris",2015-12-12
"12885","Paris",2015-11-09
"12886","Paris",2015-11-05
"12888","Paris",2015-10-29
"12889","Paris",2015-10-24
"12890","Paris",2015-10-23
"12892","Paris",2015-10-18
"12896","Paris",2015-09-28
"12897","Paris",2015-09-26
"12904","Paris",2015-09-05
"12916","Paris",2015-08-15
"12919","Paris",2015-08-10
"12941","Paris",2017-04-26
"12945","Paris",2017-03-01
"12946","Paris",2017-02-28
"12951","Paris",2017-01-29
"12956","Paris",2016-11-14
"12967","Paris",2016-07-18
"12969","Paris",2016-07-03
"12970","Paris",2016-07-01
"12974","Paris",2016-05-28
"12975","Paris",2016-05-11
"12977","Paris",2016-04-13
"12979","Paris",2016-03-25
"12984","Paris",2016-01-31
"12987","Paris",2015-12-26
"12991","Paris",2015-11-12
"12994","Paris",2015-11-04
"13002","Paris",2015-09-16
"13008","Paris",2015-08-28
"13026","Paris",2017-06-09
"13037","Paris",2017-02-21
"13041","Paris",2017-01-13
"13044","Paris",2016-12-20
"13047","Paris",2016-12-15
"13068","Paris",2016-07-22
"13071","Paris",2016-06-01
"13076","Paris",2016-04-11
"13078","Paris",2016-04-07
"13080","Paris",2016-02-18
"13083","Paris",2016-01-12
"13086","Paris",2015-12-06
"13088","Paris",2015-11-18
"13092","Paris",2015-10-15
"13094","Paris",2015-10-01
"13114","Paris",2017-04-08
"13116","Paris",2017-03-21
"13122","Paris",2016-12-03
"13127","Paris",2016-08-01
"13133","Paris",2016-05-16
"13153","Paris",2017-01-08
"13158","Paris",2016-12-14
"13160","Paris",2016-11-22
"13162","Paris",2016-10-15
"13166","Paris",2016-09-21
"13169","Paris",2016-08-07
"13202","Paris",2017-02-19
"13206","Paris",2017-01-05
"13221","Paris",2016-06-04
"13227","Paris",2015-12-11
"13232","Paris",2017-07-16
"13261","Paris",2016-08-26
"13270","Paris",2016-06-24
"13276","Paris",2016-02-28
"13280","Paris",2015-12-18
"13281","Paris",2015-11-28
"13282","Paris",2015-11-21
"13291","Paris",2017-07-29
"13297","Paris",2017-03-26
"13301","Paris",2017-01-26
"13302","Paris",2016-12-24
"13307","Paris",2016-11-19
"13318","Paris",2016-08-03
"13327","Paris",2016-02-27
"13329","Paris",2016-01-08
"13334","Paris",2017-07-21
"13352","Paris",2016-11-23
"13355","Paris",2016-11-10
"13358","Paris",2016-10-25
"13371","Paris",2016-08-08
"13373","Paris",2016-08-02
"13396","Paris",2016-04-09
"13400","Paris",2016-03-05
"13401","Paris",2016-02-20
"13402","Paris",2016-01-05
"13407","Paris",2015-12-10
"13409","Paris",2015-11-19
"13970","London",2017-07-27
"14987","London",2017-04-29
"17388","Paris",2017-05-24
"17402","Paris",2016-12-06
"17403","Paris",2016-11-05
"17411","Paris",2016-08-20
"17434","Paris",2016-04-15
"17439","Paris",2016-03-13
"17440","Paris",2016-03-07
"17441","Paris",2016-02-25
"17444","Paris",2016-01-17
"17451","Paris",2015-09-11
"17459","Paris",2017-06-02
"17470","Paris",2017-01-17
"17471","Paris",2017-01-12
"17479","Paris",2016-11-29
"17512","Paris",2016-04-18
"17513","Paris",2016-04-14
"17517","Paris",2016-03-18
"17519","Paris",2016-03-14
"17521","Paris",2016-03-06
"17522","Paris",2016-02-14
"17537","Paris",2015-10-21
"17564","Paris",2017-02-02
"17571","Paris",2016-12-08
"17584","Paris",2016-07-16
"17601","Paris",2016-02-15
"17604","Paris",2016-01-10
"17608","Paris",2015-12-31
"17611","Paris",2015-10-28
"17619","Paris",2015-10-07
"17626","Paris",2015-08-24
"17640","Paris",2017-01-16
"17648","Paris",2016-12-01
"17655","Paris",2016-08-27
"17678","Paris",2016-03-26
"17679","Paris",2016-03-12
"17694","Paris",2015-12-08
"17695","Paris",2015-12-05
"17745","Paris",2015-12-21
"17746","Paris",2015-11-16
"17766","Paris",2017-06-04
"17775","Paris",2017-02-14
"17791","Paris",2016-06-17
"17796","Paris",2016-02-10
"17813","Paris",2016-10-20
"17822","Paris",2015-12-17
"17829","Paris",2017-06-19
"17842","Paris",2016-04-01
"17860","Paris",2016-11-30
"17873","Paris",2016-02-19
"17874","Paris",2016-01-29
"17876","Paris",2015-12-09
"17892","Paris",2017-01-18
"17910","Paris",2016-02-06
"18414","Paris",2016-08-21
"18436","Paris",2016-10-11
"18444","Paris",2016-09-04
"21590","Paris",2016-02-04
"21604","Paris",2015-09-21
"21693","Paris",2016-03-21
"21698","Paris",2016-03-04
"21702","Paris",2016-02-17
"21706","Paris",2016-01-30
"21709","Paris",2016-01-02
"21715","Paris",2015-11-25
"21718","Paris",2015-11-06
"21756","Paris",2016-11-18
"21757","Paris",2016-09-30
"21762","Paris",2016-04-27
"21772","Paris",2015-11-07
"21788","Paris",2016-10-28
"21799","Paris",2016-03-10
"21801","Paris",2016-02-29
"21818","Paris",2016-08-05
"21825","Paris",2016-12-02
"21858","Paris",2017-02-08
"21895","Paris",2017-01-19
"21901","Paris",2016-11-25
"21922","Paris",2017-07-05
"21949","Paris",2016-03-17
"21994","Paris",2016-01-28
"21995","Paris",2015-12-14
"22047","Paris",2017-01-14
"22055","Paris",2016-09-23
"22099","Paris",2017-02-09
"22112","Paris",2016-12-17
"22130","Paris",2016-06-22
"22148","Paris",2015-09-04
"22259","Paris",2015-10-09
"22281","Paris",2016-09-10
"22291","Paris",2016-05-14
"22321","Paris",2015-08-07
"22388","Paris",2017-05-26
"22411","Paris",2016-05-06
"22414","Paris",2016-02-26
"22464","Paris",2015-12-23
"22496","Paris",2016-12-30
"22515","Paris",2015-12-07
"22597","Paris",2016-03-11
"22599","Paris",2016-01-11
"28179","Paris",2017-02-03
"28210","Paris",2017-07-30
"28229","Paris",2017-05-04
"28301","Paris",2016-03-02
"28308","Paris",2016-02-03
"28389","Paris",2017-04-03
"28395","Paris",2017-03-09
"28398","Paris",2017-03-05
"28437","Paris",2016-09-14
"28487","Paris",2016-02-12
"28506","Paris",2015-12-02
"28515","Paris",2015-11-11
"28527","Paris",2015-10-17
"30265","Paris",2017-03-08
"30309","Paris",2016-01-15
"30312","Paris",2015-11-26
"30313","Paris",2015-11-20
"30314","Paris",2015-11-14
"33237","Paris",2015-11-27
"33315","Paris",2017-04-09
"33355","Paris",2016-10-30
"33373","Paris",2016-09-11
"33587","Paris",2016-04-23
"34067","Paris",2016-03-03
"34221","Paris",2017-02-23
"34376","Paris",2015-10-19
"34477","Paris",2015-09-07
"35394","Paris",2015-12-28
"35496","Paris",2016-09-12
"35541","Paris",2016-04-29
"35556","Paris",2016-02-24
"36311","Paris",2016-04-04
"36332","Paris",2015-12-04
"37520","Paris",2016-01-22
"40552","Paris",2016-02-01
"49377","Paris",2016-02-13
"54771","Paris",2016-01-18
"63632","Paris",2017-04-02
"117429","Barcelona",2017-07-02
"117430","Barcelona",2017-04-14
"117431","Barcelona",2017-04-05
"117432","Barcelona",2016-07-17
"117433","Barcelona",2016-06-30
"117434","Barcelona",2016-06-22
"117435","Barcelona",2016-06-20
"117436","Barcelona",2016-05-20
"117437","Barcelona",2016-05-11
"117438","Barcelona",2016-05-03
"117439","Barcelona",2016-04-19
"117440","Barcelona",2016-04-12
"117441","Barcelona",2016-04-10
"117442","Barcelona",2016-03-31
"117443","Barcelona",2016-02-09
"117444","Barcelona",2016-02-07
"117445","Barcelona",2016-01-24
"117446","Barcelona",2016-01-19
"117449","Barcelona",2015-12-29
"117450","Barcelona",2015-10-30
"117451","Barcelona",2015-10-16
"117452","Barcelona",2015-10-11
"117453","Barcelona",2015-08-29
"117454","Barcelona",2015-08-24
"117455","Barcelona",2017-03-14
"117456","Barcelona",2017-03-04
"117457","Barcelona",2017-01-30
"117458","Barcelona",2017-01-03
"117459","Barcelona",2016-12-29
"117460","Barcelona",2016-12-21
"117461","Barcelona",2016-12-16
"117462","Barcelona",2016-12-12
"117463","Barcelona",2016-12-05
"117464","Barcelona",2016-10-30
"117465","Barcelona",2016-07-29
"117466","Barcelona",2016-06-07
"117467","Barcelona",2016-05-29
"117468","Barcelona",2016-05-21
"117469","Barcelona",2016-02-23
"117470","Barcelona",2016-02-14
"117471","Barcelona",2016-02-13
"117473","Barcelona",2016-02-08
"117474","Barcelona",2016-02-04
"117475","Barcelona",2016-01-15
"117476","Barcelona",2016-01-03
"117477","Barcelona",2015-12-02
"117478","Barcelona",2015-10-15
"117479","Barcelona",2015-10-12
"117481","Barcelona",2015-10-07
"117482","Barcelona",2015-09-27
"117483","Barcelona",2015-09-21
"117485","Barcelona",2015-08-11
"129313","Barcelona",2017-08-02
"129314","Barcelona",2017-08-01
"129315","Barcelona",2017-07-26
"129316","Barcelona",2017-07-23
"129317","Barcelona",2017-07-20
"129318","Barcelona",2017-07-07
"129319","Barcelona",2017-06-26
"129320","Barcelona",2017-06-20
"129321","Barcelona",2017-06-09
"129323","Barcelona",2017-06-07
"129324","Barcelona",2017-05-31
"129325","Barcelona",2017-05-29
"129326","Barcelona",2017-05-23
"129327","Barcelona",2017-05-20
"129328","Barcelona",2017-05-15
"129329","Barcelona",2017-05-13
"129330","Barcelona",2017-05-12
"129331","Barcelona",2017-04-23
"129332","Barcelona",2017-04-18
"129336","Barcelona",2017-03-28
"129338","Barcelona",2017-03-27
"129340","Barcelona",2017-03-20
"129341","Barcelona",2017-03-17
"129342","Barcelona",2017-03-13
"129343","Barcelona",2017-03-11
"129345","Barcelona",2017-03-09
"129346","Barcelona",2017-03-08
"129347","Barcelona",2017-03-05
"129348","Barcelona",2017-02-26
"129349","Barcelona",2017-02-23
"129350","Barcelona",2017-02-13
"129351","Barcelona",2017-02-10
"129352","Barcelona",2017-02-04
"129353","Barcelona",2017-01-22
"129354","Barcelona",2017-01-20
"129357","Barcelona",2017-07-30
"129358","Barcelona",2017-07-21
"129360","Barcelona",2017-07-13
"129361","Barcelona",2017-07-12
"129363","Barcelona",2017-07-11
"129367","Barcelona",2017-06-25
"129368","Barcelona",2017-06-21
"129369","Barcelona",2017-06-19
"129371","Barcelona",2017-06-08
"129372","Barcelona",2017-06-06
"129373","Barcelona",2017-06-05
"129374","Barcelona",2017-06-03
"129376","Barcelona",2017-05-30
"129378","Barcelona",2017-05-18
"129380","Barcelona",2017-05-08
"129381","Barcelona",2017-04-22
"129382","Barcelona",2017-04-21
"129383","Barcelona",2017-04-16
"129384","Barcelona",2017-04-13
"129385","Barcelona",2017-04-10
"129386","Barcelona",2017-04-09
"129387","Barcelona",2017-04-06
"129389","Barcelona",2017-04-02
"129391","Barcelona",2017-03-10
"129394","Barcelona",2017-03-06
"129395","Barcelona",2017-02-12
"129397","Barcelona",2017-01-28
"133259","Amsterdam",2017-08-01
"133265","Amsterdam",2017-06-09
"133266","Amsterdam",2017-05-23
"133268","Amsterdam",2017-05-19
"133270","Amsterdam",2017-05-07
"133272","Amsterdam",2017-04-22
"133274","Amsterdam",2017-04-01
"133275","Amsterdam",2017-03-31
"133276","Amsterdam",2017-03-15
"133277","Amsterdam",2017-03-14
"133280","Amsterdam",2017-02-28
"133284","Amsterdam",2017-01-09
"133286","Amsterdam",2017-01-07
"133287","Amsterdam",2017-01-02
"133290","Amsterdam",2016-11-18
"133292","Amsterdam",2016-11-09
"133293","Amsterdam",2016-11-03
"133296","Amsterdam",2016-09-01
"133297","Amsterdam",2016-08-25
"133298","Amsterdam",2016-08-16
"133300","Amsterdam",2016-06-23
"133301","Amsterdam",2016-06-22
"133304","Amsterdam",2016-05-05
"133305","Amsterdam",2016-04-27
"133308","Amsterdam",2016-04-18
"133310","Amsterdam",2016-02-28
"133315","Amsterdam",2015-12-09
"133316","Amsterdam",2015-11-23
"133321","Amsterdam",2015-11-08
"133322","Amsterdam",2015-11-02
"133323","Amsterdam",2015-10-09
"133324","Amsterdam",2015-10-08
"133326","Amsterdam",2015-10-07
"133330","Amsterdam",2015-09-27
"133332","Amsterdam",2015-09-13
"133336","Amsterdam",2015-08-10
"133338","Amsterdam",2017-07-29
"133341","Amsterdam",2017-07-15
"133343","Amsterdam",2017-06-26
"133346","Amsterdam",2017-05-17
"133348","Amsterdam",2017-05-05
"133349","Amsterdam",2017-04-30
"133352","Amsterdam",2017-03-28
"133354","Amsterdam",2017-01-20
