key,key_update,key_type
squint_penthouse_suite,penthouse_suite,other_room_types
double_room_courtyard,double_room,room_type
privilege_twin_king_room,king_room,room_type
superior_studio,studio,other_room_types
one_bedroom_classic_suite,suite,other_room_types
single_room_with_sauna_access,single_room,room_type
superior_double_or_twin_room_with_sauna_access,double_room,room_type
double_room_with_sauna_access,double_room,room_type
quadruple_room_with_sauna_access,bigger_room,room_type
master_bedroom_double,double_room,room_type
spare_room_double,spa_access,access_type
master_bedroom_suite,suite,other_room_types
executive_room_with_two_double_beds,double_room,room_type
standard_room_with_queensize_bed_and_single_sofa_bed,queen_room,room_type
executive_room_with_queen_size_bed_and_single_sofa_bed,queen_room,room_type
executive_queen_room_with_sofa_bed,queen_room,room_type
junior_suite_with_queen_size_bed,queen_room,room_type
standard_room_with_queen_size_bed_and_double_sofa_bed,queen_room,room_type
discovery_double_room,double_room,room_type
original_double_room,double_room,room_type
one_bedroom_suite_with_kitchen,suite,other_room_types
couture_deluxe_double_room,double_room,room_type
suite_couture,suite,other_room_types
couture_junior_suite,suite,other_room_types
double_twin_superior_room,double_room,room_type
superior_double_bedroom,double_room,room_type
classic_double_room_with_breakfast,breakfast_included,free
urban_double_or_twin_room,double_room,room_type
smart_double_or_twin_room,double_room,room_type
lm_club_double_or_twin_room,double_room,room_type
chic_twin_or_double_room,double_room,room_type
urban_triple_room,triple_room,room_type
budget_double_room_second_floor,double_room,room_type
king_room_second_floor,king_room,room_type
budget_double_room,double_room,room_type
deluxe_one_bedroom_apartment,deluxe_room,room_type
junior_suite_with_bath,suite,other_room_types
junior_suite_with_shower,suite,other_room_types
junior_suite_with_bath_and_shower,suite,other_room_types
2_adjacent_non_communicating_rooms,more_than_one_room,room_type
executive_room_1_queen_size_bed_1_sofa_bed_balcony,balcony_room,room_type
standard_room_with_1_queen_bed_and_sofa,queen_room,room_type
standard_room_with_1_queen_bed,queen_room,room_type
standard_room_with_1_queen_bed_and_sofa_3_adults,queen_room,room_type
superior_room_with_1_queen_bed_and_sofa,queen_room,room_type
standard_guest_room,economy,room_type
one_bedroom_park_suite,suite,other_room_types
studio_deluxe_suite,suite,other_room_types
one_bedroom_deluxe_suite,suite,other_room_types
two_bedroom_superior_suite,suite,other_room_types
two_bedroom_deluxe_suite,suite,other_room_types
room_with_river_view_upper_deck,river_view,view_type
room_with_dock_view_main_deck,room_with_view,view_type
room_with_dock_view_upper_deck,room_with_view,view_type
room_with_river_view_main_deck,river_view,view_type
two_adjoining_rooms_with_dock_view_main_deck,room_with_view,view_type
two_adjoining_rooms_with_dock_view_upper_deck,room_with_view,view_type
superior_double_room_with_courtyard_view,courtyard_view,view_type
classic_double_room_with_street_view,room_with_view,view_type
classic_double_room_with_courtyard_view,courtyard_view,view_type
superior_double_room_with_street_view,room_with_view,view_type
classic_room_with_1_queen_bed,queen_room,room_type
junior_suite_with_1_king_size_bed,king_room,room_type
deluxe_room_with_1_queen_bed,queen_room,room_type
family_studio,family_trip,trip_type
double_studio,double_room,room_type
triple_studio,studio,other_room_types
twin_studio,twin_room,room_type
executive_triple_room_2_adults_1_child,family_trip,trip_type
premier_deluxe_double_room,double_room,room_type
premier_deluxe_twin_room,deluxe_room,room_type
business_studio_suite,suite,other_room_types
single_room_lower_ground_floor,single_room,room_type
deluxe_room_3_adults,deluxe_room,room_type
deluxe_family_room_2_adults_2_children,family_trip,trip_type
standard_double_room_with_sofa_bed,double_room,room_type
comfort_king_or_twin_room,king_room,room_type
confort_queen_room,queen_room,room_type
suite_with_spa_bath,spa_access,access_type
bunk_bed_in_twin_room_pigalle_12,twin_room,room_type
superior_double_room_pigalle_17,double_room,room_type
standard_double_room_pigalle_15,double_room,room_type
superior_deluxe_double_room_pigalle_22,double_room,room_type
superior_double_room_with_garden_view,park_view,view_type
romantic_double_room,double_room,room_type
double_family_guest_room,family_trip,trip_type
king_junior_suite,king_room,room_type
accessible_twin_guest_room,accessibility,accessibility
standard_double_room_with_queen_bed,queen_room,room_type
king_room_with_disability_access_non_smoking,accessibility,accessibility
double_or_twin_room_non_smoking,king_room,room_type
double_room_disability_access_non_smoking,accessibility,accessibility
executive_king_room_non_smoking_with_executive_lounge_access,lounge_access,access_type
deluxe_double_room_non_smoking,king_room,room_type
king_suite_non_smoking_with_executive_lounge_access,lounge_access,access_type
solo_room,solo,trip_type
2_double_rooms_next_to_each_other,more_than_one_room,room_type
family_suite_4_adults,family_trip,trip_type
family_room_4_adults,family_trip,trip_type
amiral_single_room,single_room,room_type
prestige_twin_room,twin_room,room_type
nelson_double_room,double_room,room_type
basic_single_room,single_room,room_type
the_level_executive_service_room,executive_room,room_type
junior_suite_with_executive_lounge_access,lounge_access,access_type
queen_hilton_superior_room,queen_room,room_type
queen_hilton_guest_room,queen_room,room_type
twin_hilton_deluxe,deluxe_room,room_type
queen_hilton_deluxe,queen_room,room_type
hilton_executive_suite_with_lounge_access,lounge_access,access_type
stayed_29_nights,stayed_more_than_a_week,time_of_stay
superior_double_or_twin_room_with_courtyard_view,courtyard_view,view_type
double_or_twin_room_with_courtyard_view,courtyard_view,view_type
superior_double_or_twin_room_with_canal_view,canal_view,view_type
deluxe_double_or_twin_room_annex,double_room,room_type
park_king,king_room,room_type
park_deluxe_twin,deluxe_room,room_type
park_studio_king,king_room,room_type
park_king_or_twin,king_room,room_type
park_suite_king,king_room,room_type
park_deluxe_view,room_with_view,view_type
park_suite_view,room_with_view,view_type
park_deluxe_king_or_twin,king_room,room_type
king_junior_suite_city_view_with_access_to_executive_lounge,city_view,view_type
king_cathedral_view_room,room_with_view,view_type
corner_double_room,double_room,room_type
king_city_view_room,city_view,view_type
executive_twin_room_with_access_to_executive_lounge,lounge_access,access_type
executive_double_room_with_access_to_executive_lounge,lounge_access,access_type
corner_twin_room,twin_room,room_type
twin_city_view_room,city_view,view_type
junior_alcove_suite_with_access_to_executive_lounge,lounge_access,access_type
junior_suite_cathedral_view_with_access_to_executive_lounge,lounge_access,access_type
twin_junior_suite_city_view_with_access_to_executive_lounge,city_view,view_type
superior_twin_room_with_terrace,balcony_room,room_type
apartment,apartment,other_room_types
double_room_1_2_adults,double_room,room_type
double_room_with_parking,king_room,room_type
luxury_double_room_small,double_room,room_type
luxury_double_room_medium,double_room,room_type
grand_deluxe_double_room,double_room,room_type
luxury_double_room_large,double_room,room_type
superior_twin_room_with_airconditioning,twin_room,room_type
comfort_twin_double_room,double_room,room_type
twin_deluxe_with_canal_view,canal_view,view_type
king_deluxe_guest_room,king_room,room_type
king_executive_plus_room,king_room,room_type
king_deluxe_room_with_canal_view,canal_view,view_type
twin_executive_plus_room,twin_room,room_type
twin_deluxe_guest_room,deluxe_room,room_type
king_executive_room,king_room,room_type
twin_executive_room,twin_room,room_type
executive_double_or_twin_room_with_harbour_view,room_with_view,view_type
marina_suite_with_canal_view,canal_view,view_type
executive_room_with_canal_view,canal_view,view_type
superior_double_room_with_terrace_and_private_pool,private_access,access_type
superior_double_or_twin_room_with_terrace,balcony_room,room_type
deluxe_double_room_with_terrace_and_private_pool,private_access,access_type
double_room_2_adults,double_room,room_type
deluxe_double_room_with_bath,double_room,room_type
two_connecting_basic_rooms,more_than_one_room,room_type
large_double_room,double_room,room_type
superior_family_room_2_adults_2_children,family_trip,trip_type
executive_room_2_adults_2_children,family_trip,trip_type
privilege_junior_suite_with_spa_access,spa_access,access_type
privilege_junior_suite_with_terrace_and_spa_access,spa_access,access_type
double_or_twin_room_with_sea_view,sea_view,view_type
special_offer_princess_relax,other_room,room_type
premium_suite,suite,other_room_types
basic_double_or_twin_room,double_room,room_type
superior_king_suite,king_room,room_type
family_room_with_view,family_trip,trip_type
superior_room_with_city_view,city_view,view_type
superior_king_suite_3_adults,king_room,room_type
superior_king_or_double_room,king_room,room_type
superior_double_or_twin_room_with_view,room_with_view,view_type
twin_room_with_city_view_top_floor,city_view,view_type
double_room_with_city_view_top_floor,city_view,view_type
premium_double_room_with_views,room_with_view,view_type
premium_triple_room,triple_room,room_type
deluxe_queen_room_with_two_queen_beds,queen_room,room_type
standard_queen_room_with_two_queen_beds,queen_room,room_type
grand_deluxe_double_or_twin_room,double_room,room_type
luxury_king_room_3_adults,king_room,room_type
superior_double_room_with_sea_view,sea_view,view_type
luxury_king_room,king_room,room_type
double_or_twin_room_with_extra_bed,double_room,room_type
double_or_twin_room_with_terrace_and_spa_access,spa_access,access_type
premium_double_or_twin_room_with_terrace_and_spa_access,spa_access,access_type
premium_family_room,family_trip,trip_type
superior_double_or_twin_room_with_spa_access,spa_access,access_type
special_offer_double_or_twin_room,double_room,room_type
king_suite_with_executive_lounge_access,lounge_access,access_type
club_king_room_non_smoking_with_executive_lounge_access,lounge_access,access_type
king_room_with_sofa_bed,king_room,room_type
superior_double_or_twin_room_for_single_use,double_room,room_type
comfort_double_or_twin_room_for_single_use,double_room,room_type
suite_1_2_adults_with_spa_access,spa_access,access_type
junior_suite_3_adults_with_spa_access,spa_access,access_type
double_or_twin_room_1_or_2_adults,double_room,room_type
twin_room_with_extra_bed_3_adults,twin_room,room_type
superior_room_with_sofa_bed_4_adults,superior_room,room_type
superior_room_with_sofa_bed_3_adults,superior_room,room_type
the_level_room_with_executive_lounge_access,lounge_access,access_type
deluxe_room_1_or_2_people,deluxe_room,room_type
double_room_1_or_2_people,double_room,room_type
attic_suite_1_or_2_people,suite,other_room_types
standard_room_with_terrace,balcony_room,room_type
suite_room_1_or_2_people,suite,other_room_types
twin_room_with_cathedral_view,room_with_view,view_type
superior_double_room_with_terrace_and_cathedral_view,balcony_room,room_type
standard_double_room_with_view,room_with_view,view_type
superior_twin_room_with_cathedral_view,room_with_view,view_type
junior_suite_with_cathedral_view,room_with_view,view_type
triple_room_2_adults_1_child,family_trip,trip_type
family_quadruple_room,family_trip,trip_type
superior_double_or_twin_room_xl,double_room,room_type
double_or_twin_room_1_2_adults,double_room,room_type
double_for_single_use,double_room,room_type
premium_double_room_with_balcony,balcony_room,room_type
family_premium_room_2_adults_2_children,family_trip,trip_type
double_or_twin_room_with_balcony_or_terrace,balcony_room,room_type
special_offer_comfort_double_room_with_breakfast_and_parking_included,breakfast_included,free
standard_studio,studio,other_room_types
junior_suite_with_private_pool_spa_access,spa_access,access_type
double_or_twin_room_with_terrace,balcony_room,room_type
superior_double_or_twin_room_with_terrace_spa_acces,spa_access,access_type
superior_double_or_twin_room_with_pool_spa_access,spa_access,access_type
double_or_twin_room_with_balcony,balcony_room,room_type
superior_twin_room_with_extra_bed_2_adults_1_child,family_trip,trip_type
apartment_4_adults,apartment,other_room_types
apartment_6_adults,apartment,other_room_types
sextuple_room,bigger_room,room_type
duplex_apartment_6_adults,apartment,other_room_types
superior_double_or_twin_room_1_2_adults,double_room,room_type
deluxe_double_room_with_two_single_beds,double_room,room_type
deluxe_king_room_disability_access,accessibility,accessibility
studio_apartment,apartment,other_room_types
stayed_31_nights,stayed_more_than_a_week,time_of_stay
falconers_one_bedroom_suite,suite,other_room_types
falconers_two_bedroom_suite,suite,other_room_types
kings_deluxe_junior_suite,king_room,room_type
kings_one_bedroom_suite,king_room,room_type
minsters_deluxe_two_bedroom_suite,suite,other_room_types
kings_three_bedroom_suite,king_room,room_type
kings_junior_suite,king_room,room_type
minsters_deluxe_one_bedroom_suite,suite,other_room_types
luxury_double_or_twin_room,double_room,room_type
luxury_double_room_with_balcony,balcony_room,room_type
deluxe_room_with_terrace,balcony_room,room_type
deluxe_balcony_room,balcony_room,room_type
superior_garden_view_room,park_view,view_type
two_connecting_double_or_twin_rooms,more_than_one_room,room_type
premium_superior_double_room,double_room,room_type
double_or_twin_ground_floor,double_room,room_type
twin_room_with_free_airport_shuttle_service_from_5_00am_to_00_30am,free_shuttle,free
double_room_with_free_airport_shuttle_service_from_5_00am_to_00_30am,free_shuttle,free
double_or_twin_room_with_extra_bed_3_adults_with_free_airport_shuttle_service_from_5_00am_to_00_30am,free_shuttle,free
superior_double_or_twin_room_with_free_airport_shuttle_service_from_5_00am_to_00_30am,free_shuttle,free
single_room_with_free_airport_shuttle_service_from_5_00am_to_00_30am,free_shuttle,free
double_room_1_adult_with_free_airport_shuttle_service_from_5_00am_to_00_30am,free_shuttle,free
special_offer_only_for_cruise_passengers,other_room,room_type
family_2_connecting_rooms,family_trip,trip_type
junior_suite_2_adults_with_free_airport_shuttle_service_from_5_00am_to_00_30am,free_shuttle,free
special_offer_sleep_park_fly,other_room,room_type
double_room_2_adults_1_child,family_trip,trip_type
twin_room_1_2_people,twin_room,room_type
standard_double_room_disability_access,accessibility,accessibility
superior_queen_single_room,queen_room,room_type
two_connecting_double_rooms_2_adults_2_children,family_trip,trip_type
deluxe_double_or_twin_room_with_city_view,city_view,view_type
deluxe_double_or_twin_room_with_mountain_view,room_with_view,view_type
superior_double_room_with_terrace_and_city_view,city_view,view_type
superior_double_room_with_terrace_and_mountain_view,balcony_room,room_type
junior_suite_with_mountain_view,room_with_view,view_type
design_one_bedroom_suite,suite,other_room_types
standard_queen_or_twin_room_lower_ground_floor,queen_room,room_type
deluxe_double_or_twin_room_with_balcony,balcony_room,room_type
marina_double_suite,suite,other_room_types
chelsea_double_suite,suite,other_room_types
marina_twin_suite,suite,other_room_types
river_twin_suite,river_view,view_type
chelsea_twin_suite,suite,other_room_types
river_double_suite,river_view,view_type
city_suite,suite,other_room_types
residence_suite,suite,other_room_types
palais_suite,suite,other_room_types
economy_single_room,single_room,room_type
superior_double_room_with_terrace_and_view,balcony_room,room_type
suite_with_hot_tub,suite,other_room_types
luxury_triple_room,triple_room,room_type
suite_with_balcony_and_spa_access,spa_access,access_type
executive_deluxe_double_room_with_spa_access,spa_access,access_type
double_room_with_french_bed,double_room,room_type
deluxe_double_room_corner,double_room,room_type
duomo_suite,suite,other_room_types
superior_guest_room_1_king_or_2_twin_single_bed_s,king_room,room_type
deluxe_guest_room_1_king_or_2_twin_single_bed_s,king_room,room_type
classic_guest_room_1_king_or_2_twin_single_bed_s,king_room,room_type
panorama_guest_room_1_king_or_2_twin_single_bed_s,king_room,room_type
exclusive_guest_room_1_king_or_2_twin_single_bed_s,king_room,room_type
quadruple_room_2_adults_2_children,family_trip,trip_type
standard_double_or_twin_room_3_adults,double_room,room_type
premium_double_or_twin_room_with_view,room_with_view,view_type
premium_double_or_twin_room_xl_with_view,room_with_view,view_type
premium_double_or_twin_room_with_view_and_terrace,balcony_room,room_type
superior_king_room_with_iconic_view,room_with_view,view_type
urban_junior_suite,suite,other_room_types
urban_suite,suite,other_room_types
budget_single_room_non_smoking,king_room,room_type
comfort_double_or_twin_room_non_smoking,king_room,room_type
superior_double_or_twin_room_non_smoking,king_room,room_type
double_or_twin_room_select,double_room,room_type
one_bedroom_suite_with_city_view,city_view,view_type
double_or_twin_room_business_advantage,double_room,room_type
standard_double_room_with_two_double_beds,double_room,room_type
king_room_with_city_view_top_floors,city_view,view_type
queen_room_with_two_queen_beds_4_adults,queen_room,room_type
special_offer_double_twin_room_stay_and_park,double_room,room_type
double_or_twin_room_with_pool_view,pool_view,view_type
premium_double_or_twin_room_with_sea_view,sea_view,view_type
the_level_grand_premium_double_or_twin_room_with_city_view,city_view,view_type
apartment_1_2_adults,apartment,other_room_types
basic_double_room_nr,double_room,room_type
basic_double_or_twin_room_with_parking,king_room,room_type
double_or_twin_room_2_adults,double_room,room_type
double_or_twin_room_with_parking,king_room,room_type
double_or_twin_room_1_adult,double_room,room_type
quintuple_room,bigger_room,room_type
romantic_offer_double_room,double_room,room_type
level_room_with_executive_lounge_access,lounge_access,access_type
family_room_2_adults_1_children,family_trip,trip_type
special_offer_deluxe_double_room,double_room,room_type
premier_double_room_with_panoramic_view_and_executive_lounge_access,lounge_access,access_type
penthouse_suite_with_terrace_and_city_view,penthouse_suite,other_room_types
large_penthouse_suite_with_terrace_and_city_view,penthouse_suite,other_room_types
camper_room,other_room,room_type
camper_suite,suite,other_room_types
deluxe_double_or_twin_room_with_terrace,balcony_room,room_type
deluxe_double_room_with_patio,double_room,room_type
standard_double_room_with_sea_view,sea_view,view_type
standard_room_with_queen_bed,queen_room,room_type
standard_room_with_queen_bed_renovated,queen_room,room_type
standard_triple_room_with_queen_bed_and_sofa_bed,queen_room,room_type
executive_double_room_with_sofa_bed,double_room,room_type
executive_deluxe,deluxe_room,room_type
standard_room_with_two_single_beds_renovated,single_room,room_type
deluxe_room_barlow_wing,deluxe_room,room_type
chambers_junior_suite_with_club_lounge_access,lounge_access,access_type
premier_king_room_barlow_wing,king_room,room_type
chambers_grand_junior_suite_with_club_lounge_access,lounge_access,access_type
superior_king_room_barlow_wing,king_room,room_type
superior_twin_room_barlow_wing,twin_room,room_type
queen_guest_room_with_sofa_bed,queen_room,room_type
accessible_twin_room,accessibility,accessibility
deluxe_accessible_twin_room_with_view,room_with_view,view_type
queen_suite_with_balcony_and_city_view,city_view,view_type
deluxe_queen_room_with_view,room_with_view,view_type
deluxe_twin_room_with_view,room_with_view,view_type
one_bedroom_queen_suite,queen_room,room_type
queen_suite_with_city_view,city_view,view_type
deluxe_double_room_with_state_opera_view,room_with_view,view_type
courtyard_suite_with_st_stephen_s_cathedral_view,room_with_view,view_type
duplex_suite_with_state_opera_view_top_floor,room_with_view,view_type
superior_room_with_extra_bed_3_adults,superior_room,room_type
privilege_room_with_extra_bed_3_adults,luxury_room,room_type
standard_twin_room_with_sofa,twin_room,room_type
superior_double_or_twin_room_with_city_view,city_view,view_type
special_offer_executive_double_twin_room_with_access_to_nagomi_health,double_room,room_type
family_room_2_adults_2_children_with_access_to_nagomi_health,family_trip,trip_type
superior_double_twin_room_with_free_parking,free_parking,free
superior_suite_with_city_view,city_view,view_type
double_or_twin_room_allergy_free,double_room,room_type
business_double_or_twin_room,double_room,room_type
small_double_or_twin_room,double_room,room_type
premier_suite,suite,other_room_types
classic_double_or_twin_room_with_extra_bed,double_room,room_type
double_or_twin_room_ladies_special,double_room,room_type
executive_apartment,apartment,other_room_types
large_single_room,single_room,room_type
superior_apartment_3_adults,apartment,other_room_types
superior_apartment_4_adults,apartment,other_room_types
superior_apartment_2_adults,apartment,other_room_types
superior_double_or_twin_room_with_patio,double_room,room_type
comfort_double_or_twin_room_1_2_adults,double_room,room_type
comfort_double_or_twin_room_with_extra_bed,double_room,room_type
atrium,other_room,room_type
premium_twin_room,twin_room,room_type
suite_with_private_pool,private_access,access_type
double_or_twin_room_with_extra_bed_3_adults,double_room,room_type
double_room_for_single_use,double_room,room_type
twin_room_1_2_adults,twin_room,room_type
double_room_with_city_view_1_2_adults,city_view,view_type
junior_suite_twin_1_2_adults,suite,other_room_types
twin_room_with_city_view_1_2_adults,city_view,view_type
large_suite,suite,other_room_types
junior_suite_double_1_2_adults,suite,other_room_types
executive_twin_room_1_2_adults,twin_room,room_type
triple_room_3_adults,triple_room,room_type
deluxe_double_room_with_balcony_non_smoking,balcony_room,room_type
superior_double_room_with_sofa_bed_and_pool_view,pool_view,view_type
junior_suite_immersive_art_experience,suite,other_room_types
imperial_suite,suite,other_room_types
deluxe_double_room_1_2_adults,double_room,room_type
double_deluxe_room_with_roman_bath,double_room,room_type
junior_suite_1_2_adults,suite,other_room_types
one_bedroom_suite_1_2_adults,suite,other_room_types
premier_junior_suite_1_2_adults,suite,other_room_types
family_plan,family_trip,trip_type
deluxe_double_room_with_private_patio,private_access,access_type
small_double_room_with_terrace,balcony_room,room_type
stayed_28_nights,stayed_more_than_a_week,time_of_stay
superior_room_with_two_double_beds_and_view,room_with_view,view_type
deluxe_guest_room,deluxe_room,room_type
deluxe_room_with_view,room_with_view,view_type
executive_king_room_with_executive_lounge_access,lounge_access,access_type
special_offer_double_room_park_and_sleep_inklusive_breakfast,breakfast_included,free
special_offer_double_room_park_and_sleep,double_room,room_type
tiny_single_room,single_room,room_type
luxury_one_bedroom_apartment,apartment,other_room_types
luxury_two_bedroom_apartment,apartment,other_room_types
hilton_deluxe_king_room,king_room,room_type
twin_hilton_deluxe_room,deluxe_room,room_type
double_hilton_deluxe_room,double_room,room_type
single_hilton_guestroom,single_room,room_type
hilton_superior_twin_room,twin_room,room_type
hilton_superior_king_room,king_room,room_type
city_room,other_room,room_type
halkin_room,other_room,room_type
superior_room_with_king_bed,king_room,room_type
junior_conservatory_with_king_bed,king_room,room_type
king_hilton_waterfront,king_room,room_type
double_queen_waterfront,queen_room,room_type
queen_family_room,family_trip,trip_type
junior_suite_with_access_to_executive_lounge,lounge_access,access_type
king_waterfront_suite_with_access_to_executive_lounge,lounge_access,access_type
king_executive_waterfront_with_access_to_executive_lounge,lounge_access,access_type
double_queen_executive_waterfront_with_access_to_executive_lounge,lounge_access,access_type
superior_suite_water_front,suite,other_room_types
double_queen_family_suite_with_access_to_executive_lounge,lounge_access,access_type
double_room_with_street_view,room_with_view,view_type
double_room_with_garden_view,park_view,view_type
single_room_with_garden_view,park_view,view_type
large_twin_room,twin_room,room_type
large_triple_room,triple_room,room_type
double_room_with_river_view,river_view,view_type
superior_deluxe_double_room_with_canal_view,canal_view,view_type
deluxe_double_or_twin_room_with_canal_view,canal_view,view_type
grand_suite_with_canal_view,canal_view,view_type
superior_duplex_room,superior_room,room_type
deluxe_double_room_canal_view,canal_view,view_type
executive_double_or_twin_room_canal_view,canal_view,view_type
suite_canal_view,canal_view,view_type
king_grand_premier_room,king_room,room_type
king_junior_suite_with_view,room_with_view,view_type
king_loft,king_room,room_type
king_superior_plus_room,king_room,room_type
king_grand_premier_with_canal_view,canal_view,view_type
king_premier_room,king_room,room_type
twin_grand_premier_with_canal_view,canal_view,view_type
twin_premier_room,twin_room,room_type
twin_grand_premier_room,twin_room,room_type
king_one_bedroom_suite_with_living_room,king_room,room_type
city_garden_room,other_room,room_type
family_room_xl,family_trip,trip_type
executive_deluxe_room,deluxe_room,room_type
special_offer_double_room_with_continental_breakfast,breakfast_included,free
standard_double_or_twin_with_view,room_with_view,view_type
comfort_double_room_with_park_view,park_view,view_type
single_hilton_guest_room,single_room,room_type
executive_double_room_with_lounge_access,lounge_access,access_type
superior_double_or_twin_room_with_extra_bed,double_room,room_type
one_bedroom_apsley_suite,suite,other_room_types
queen_or_two_double_beds_room,queen_room,room_type
queen_room_upper_floors,queen_room,room_type
superior_twin_room_with_view,room_with_view,view_type
deluxe_family_room_with_view,family_trip,trip_type
superior_double_room_with_view,room_with_view,view_type
junior_suite_with_view_and_disability_access,room_with_view,view_type
bridal_suite_with_view,room_with_view,view_type
deluxe_single_room_with_view,room_with_view,view_type
superior_suite_with_view,room_with_view,view_type
deluxe_triple_room_with_view,room_with_view,view_type
5_rooms,more_than_one_room,room_type
deluxe_double_room_with_view_and_disability_access,room_with_view,view_type
accessible_double_guest_room,accessibility,accessibility
souterrain_comfort_room,other_room,room_type
souterrain_executive_double_room,double_room,room_type
superior_double_or_twin_room_with_free_wifi,free_wifi,free
single_room_with_bathroom,single_room,room_type
premium_quadruple_room,bigger_room,room_type
classic_triple_room_3_adults,triple_room,room_type
classic_triple_room_2_adults,triple_room,room_type
club_double_or_twin_room_with_club_lounge_access,lounge_access,access_type
studio_suite_with_club_lounge_access,lounge_access,access_type
privilege_king_room,king_room,room_type
deluxe_double_room_with_city_view_and_balcony,city_view,view_type
economy_double_or_twin_room,double_room,room_type
double_room_xl,double_room,room_type
double_room_l,double_room,room_type
junior_suite_high_floor,suite,other_room_types
deluxe_double_or_twin_room_with_opera_view,room_with_view,view_type
elisabeth_suite,suite,other_room_types
special_room,other_room,room_type
x_ordinary_room,economy,room_type
cosmopolitan_suite,suite,other_room_types
exclusive_double_or_twin_room,double_room,room_type
apartment_with_city_view_top_floor,city_view,view_type
superior_executive_room,superior_room,room_type
maisonette,other_room,room_type
ren_room_free_wifi,free_wifi,free
superior_room_with_club_lounge_access_free_wifi,lounge_access,access_type
club_room_with_club_lounge_access_free_wifi,lounge_access,access_type
canal_view_superior_deluxe_room_with_spa_bath,spa_access,access_type
small_double_room_canal_view,canal_view,view_type
standard_double_or_twin_room_annex_building,double_room,room_type
garden_cottage,other_room,room_type
superior_deluxe_room_with_spa_bath,spa_access,access_type
small_double_room_annex_building,double_room,room_type
canal_view_deluxe_triple_room_with_spa_bath_annex_building,spa_access,access_type
small_double_room_with_extra_bed_annex_building,double_room,room_type
executive_suite_with_spa_bath,spa_access,access_type
royal_suite_split_level_with_spa_bath_annex_building,spa_access,access_type
deluxe_double_or_twin_room_with_canal_view_annex_building,canal_view,view_type
junior_suite_canal_view,canal_view,view_type
luxury_single_room,single_room,room_type
luxury_duplex_room,duplex,other_room_types
superior_suite_with_garden_view,park_view,view_type
luxury_suite_with_garden_view,park_view,view_type
deluxe_two_bedroom_suite,suite,other_room_types
premium_double_or_twin_room_with_garden_view,park_view,view_type
luxury_triple_room_with_garden_view,park_view,view_type
penthouse_suite_with_balcony,penthouse_suite,other_room_types
luxury_suite_with_whirlpool,suite,other_room_types
classic_double_or_twin_room_with_spa_access,spa_access,access_type
privilege_double_or_twin_room_with_spa_access,spa_access,access_type
suite_with_rambla_view,room_with_view,view_type
comfort_double_or_twin_room_with_rambla_view,room_with_view,view_type
comfort_double_room_with_extra_bed,double_room,room_type
family_room_with_king_bed,family_trip,trip_type
deluxe_king_room_with_stadium_view,room_with_view,view_type
executive_queen_room_mobility_access_with_lounge_access,lounge_access,access_type
corner_suite_with_lounge_access,lounge_access,access_type
executive_double,double_room,room_type
junior_suite_basement,suite,other_room_types
classic_twin_room_with_view,room_with_view,view_type
classic_double_room_with_view,room_with_view,view_type
superior_double_room_with_park_view,park_view,view_type
superior_twin_room_with_city_view,city_view,view_type
superior_twin_room_with_park_view,park_view,view_type
executive_double_twin_city_view,city_view,view_type
panorama_double_room,double_room,room_type
special_offer_double_room_with_parking,king_room,room_type
loft_suite_with_terrace,balcony_room,room_type
junior_suite_with_extra_bed,suite,other_room_types
suite_with_extra_bed,suite,other_room_types
premium_double_or_twin_room_xl,double_room,room_type
standard_room_1_2_adults,economy,room_type
double_room_with_extra_bed_2_adults_1_child_with_ramblas_view,family_trip,trip_type
royal_room_with_ramblas_view,room_with_view,view_type
room_with_ramblas_view,room_with_view,view_type
double_room_with_extra_bed_2_adults_1_child,family_trip,trip_type
interconnecting_double_rooms,more_than_one_room,room_type
double_room_with_extra_bed_3_adults,double_room,room_type
standard_quadruple_room,economy,room_type
panorama_suite,suite,other_room_types
superior_room_with_view_of_big_ben,room_with_view,view_type
king_or_twin_room_with_river_view,river_view,view_type
executive_double_or_twin_room_with_view_of_big_ben_and_lounge_access,london_view,view_type
executive_room_with_view_and_lounge_access,lounge_access,access_type
grand_premium_double_or_twin_with_city_view,city_view,view_type
grand_premium_double_or_twin_with_sea_view,sea_view,view_type
basic_twin_room,twin_room,room_type
junior_suite_with_sea_view,sea_view,view_type
twin_room_with_sea_view,sea_view,view_type
standard_duplex_room_1_2_adults,duplex,other_room_types
standard_duplex_room_3_adults,duplex,other_room_types
deluxe_double_room_3_adult,double_room,room_type
superior_double_or_twin_room_with_balcony,balcony_room,room_type
standard_double_or_twin_room_with_balcony,balcony_room,room_type
superior_double_or_twin_room_with_balcony_1_adult,balcony_room,room_type
double_or_twin_room_with_extra_bed_with_balcony,balcony_room,room_type
king_room_with_balcony,balcony_room,room_type
standard_double_or_twin_room_with_balcony_1_adult,balcony_room,room_type
small_single_room_with_balcony,balcony_room,room_type
basic_double,double_room,room_type
double_or_twin_room_with_sofa_bed,double_room,room_type
deluxe_double_or_twin_room_with_pool_access,pool_access,access_type
superior_king_room_with_pool_view,pool_view,view_type
executive_double_or_twin_room_with_terrace,balcony_room,room_type
superior_plus_room,superior_room,room_type
deluxe_plus_double_room,double_room,room_type
deluxe_plus_double_or_twin_room,double_room,room_type
superior_double_or_twin_room_with_garden_view,park_view,view_type
penta_standard_room,economy,room_type
penta_plus_room,other_room,room_type
