key,key_update,key_type
double_room_atelier_d_artiste_with_spa_bath,spa_access,access_type
double_room_tour_eiffel_with_shower,double_room,room_type
mus_e_d_orsay_double_room,double_room,room_type
double_room_mus_e_d_orsay_with_spa_bath,spa_access,access_type
deluxe_double_room_with_spa_bath,spa_access,access_type
junior_suite_with_spa_bath,spa_access,access_type
superior_queen_room_with_sofa_bed,queen_room,room_type
duplex_suite_with_sofa_bed,suite,other_room_types
superior_room_with_queensize_bed_and_double_couch_2_adults_2_children,family_trip,trip_type
executive_room_with_queen_size_bed_and_double_sofa_bed_2_adults_2_children,family_trip,trip_type
executive_room_with_queen_size_bed_and_single_sofa_bed_2_adults_1_child,family_trip,trip_type
superior_room_with_queensize_bed_and_single_sofa_bed_3_adults,queen_room,room_type
superior_room_with_queensize_bed_and_single_sofa_bed_2_adults_1_child,family_trip,trip_type
executive_room_with_1_queensize_bed,queen_room,room_type
executive_room_with_queen_size_bed_and_single_sofa_bed_3_adults,queen_room,room_type
double_room_with_shower,double_room,room_type
club_double_room_with_club_lounge_access,lounge_access,access_type
prestige_suite,suite,other_room_types
deluxe_room_with_whirlpool,deluxe_room,room_type
family_communicating_rooms,more_than_one_room,room_type
business_room,luxury_room,room_type
deluxe_king_plus,king_room,room_type
double_double_room,double_room,room_type
deluxe_family_room,family_trip,trip_type
executive_club_double_room,double_room,room_type
executive_club_twin_room,twin_room,room_type
stayed_19_nights,stayed_more_than_a_week,time_of_stay
studio,studio,other_room_types
deluxe_double_room_with_city_view,city_view,view_type
deluxe_double_room_with_river_view,river_view,view_type
executive_room_with_garden_view,park_view,view_type
executive_room_with_river_view,river_view,view_type
deluxe_double_room_with_garden_view,park_view,view_type
grand_executive_room,executive_room,room_type
executive_king_room_with_view,room_with_view,view_type
executive_room_city_view,city_view,view_type
standard_double_room_with_city_view,city_view,view_type
deluxe_queen_room_with_pool_view,pool_view,view_type
privilege_room_with_double_bed,double_room,room_type
eiffel_tower_junior_suite,suite,other_room_types
eiffel_tower_suite,suite,other_room_types
junior_suite_4_adults,suite,other_room_types
duplex_room,duplex,other_room_types
business_double_room_ground_floor,double_room,room_type
premium_king_room,king_room,room_type
luxury_four_poster,luxury_room,room_type
luxury_double_room_mezzanine,double_room,room_type
pasha_suite,suite,other_room_types
luxury_twin_room_solarium,twin_room,room_type
luxury_twin_room,twin_room,room_type
executive_four_poster_room,executive_room,room_type
standard_room_with_double_bed,double_room,room_type
standard_double_room_with_sofa,double_room,room_type
two_adjacent_rooms,more_than_one_room,room_type
privilege_room_with_a_double_bed_upper_floors,double_room,room_type
standard_room_with_double_bed_and_sofa_bed,double_room,room_type
standard_room_with_one_double_bed_and_single_sofa_bed,double_room,room_type
privilege_room_with_double_bed_and_single_sofa_bed,double_room,room_type
privilege_room_with_double_bed_and_single_sofa_bed_3_adults,double_room,room_type
superior,superior_room,room_type
standard,economy,room_type
river_view_balcony_suite,river_view,view_type
superior_double_room_with_private_patio,private_access,access_type
superior_double_double,double_room,room_type
river_view_deluxe,river_view,view_type
connecting_double_rooms,more_than_one_room,room_type
classic_designer,other_room,room_type
superior_designer,superior_room,room_type
suite_designer,suite,other_room_types
deluxe_designer,deluxe_room,room_type
double_twin_rooms_next_to_each_other,more_than_one_room,room_type
privilege_twin_room,twin_room,room_type
standard_double,double_room,room_type
standard_room_with_spa_access,spa_access,access_type
superior_room_with_spa_access,spa_access,access_type
duplex_junior_suite_with_spa_access,spa_access,access_type
family_room_with_spa_access,spa_access,access_type
duplex_suite_with_spa_access,spa_access,access_type
standard_room_with_2_zip_beds,economy,room_type
superior_room_with_2_zip_beds,superior_room,room_type
classic_double_or_single_room,double_room,room_type
deluxe_double_room_with_1_extra_bed,double_room,room_type
2_double_connecting_rooms,more_than_one_room,room_type
prestige_family_room,family_trip,trip_type
business_single_room_with_courtyard_view,courtyard_view,view_type
luxury_studio_suite,suite,other_room_types
deluxe_double_room_or_twin_room,double_room,room_type
traditional_double_room,double_room,room_type
double_room_with_terrace,balcony_room,room_type
standard_room_with_1_single_bed,single_room,room_type
standard_room_with_1_double_bed,double_room,room_type
standard_room_with_2_single_beds,single_room,room_type
superior_room_with_1_double_bed,double_room,room_type
privilege_double_room_2_adults_1_child,family_trip,trip_type
deluxe_quadruple_room,deluxe_room,room_type
classic_junior_suite,suite,other_room_types
privilege_suite,suite,other_room_types
standard_twin_room_with_2_single_beds,twin_room,room_type
family_apartment,family_trip,trip_type
superior_twin_or_double_room,double_room,room_type
executive_double_room_with_eiffel_tower_view,paris_view,view_type
superior_queen_room_with_pool_access,pool_access,access_type
superior_twin_room_with_pool_access,pool_access,access_type
junior_king_suite_with_pool_access,pool_access,access_type
king_deluxe_room,king_room,room_type
junior_king_suite_with_lounge_access,lounge_access,access_type
king_deluxe_one_bedroom_suite_with_lounge_access,lounge_access,access_type
king_superior_room,king_room,room_type
king_grand_deluxe_room,king_room,room_type
king_accessible_superior_room,accessibility,accessibility
twin_deluxe_room,deluxe_room,room_type
twin_grand_deluxe_room,deluxe_room,room_type
king_one_bedroom_suite_with_lounge_access,lounge_access,access_type
accessible_king_room_with_lounge_access,lounge_access,access_type
superior_suite_with_1_double_bed_and_2_single_beds,suite,other_room_types
superior_queen_room_with_extra_bed_2_adults,queen_room,room_type
two_adjoining_superior_suite,suite,other_room_types
deluxe_king_room_with_water_view,room_with_view,view_type
executive_king_or_twin_room_with_lounge_access,lounge_access,access_type
studio_suite_with_lounge_access,lounge_access,access_type
curve_suite_with_lounge_access,lounge_access,access_type
executive_suite_with_lounge_access,lounge_access,access_type
mayfair_suite_with_lounge_access,lounge_access,access_type
twin_guestroom,twin_room,room_type
king_guestroom,king_room,room_type
executive_queen_room_with_lounge_access,lounge_access,access_type
special_offer_double_room,double_room,room_type
classic_room_with_one_queen_bed,queen_room,room_type
two_connecting_rooms_3_persons,more_than_one_room,room_type
double_or_twin_room_with_terrace_and_panoramic_view,balcony_room,room_type
two_connecting_rooms_2_adults_2_children,family_trip,trip_type
boudoir_double_room,double_room,room_type
superior_suite_3_adults,suite,other_room_types
marquise_superior_double_or_twin_room,double_room,room_type
ma_tre_superior_double_or_twin_room_with_street_view,room_with_view,view_type
superior_suite_4_adults,suite,other_room_types
suite_3_adults,suite,other_room_types
landmark_junior_suite,suite,other_room_types
twin_hilton_guest_room,twin_room,room_type
king_hilton_guest_room,king_room,room_type
triple_hilton_family_room,family_trip,trip_type
hilton_queen_family_room,family_trip,trip_type
king_suite_with_lounge_access,lounge_access,access_type
deluxe_double_room_with_spa_access,spa_access,access_type
deluxe_twin_room_with_spa_access,spa_access,access_type
deluxe_double_room_with_city_view_and_spa_access,spa_access,access_type
suite_with_spa_access,spa_access,access_type
executive_double_room_with_spa_access,spa_access,access_type
basic_double_room,double_room,room_type
triple_room_with_mobile_phone_3_adults,triple_room,room_type
double_room_with_mobile_phone,double_room,room_type
two_bedroom_family_joining_suite_with_mobile_phone_2_adults_3_children,family_trip,trip_type
standard_room_with_mobile_phone,economy,room_type
twin_room_with_mobile_phone,twin_room,room_type
executive_double_room_with_mobile_phone,double_room,room_type
two_bedroom_apartment,apartment,other_room_types
executive_studio,studio,other_room_types
single_cabin_room,single_room,room_type
comfort_quadruple_room,bigger_room,room_type
small_queen_room,queen_room,room_type
one_room_suite_with_kitchenette,suite,other_room_types
superior_double_room_with_queen_size_bed,queen_room,room_type
double_room_luxury_xxl_king_size_bed,king_room,room_type
triple_room_luxury_xxl_king_size_bed,king_room,room_type
two_connecting_double_rooms_5_adults,more_than_one_room,room_type
two_connecting_double_rooms_4_adults,more_than_one_room,room_type
cabine_single_room,single_room,room_type
classic_family_room,family_trip,trip_type
bunk_bed_room,other_room,room_type
triple_room_free_wi_fi,free_wifi,free
double_room_free_wi_fi,free_wifi,free
superior_double_room_free_wi_fi,free_wifi,free
family_room_free_wi_fi,family_trip,trip_type
superior_room_with_balcony_with_spa_access,spa_access,access_type
deluxe_room_with_spa_access,spa_access,access_type
secret_room_with_spa_access,spa_access,access_type
mandarin_room,other_room,room_type
couture_suite,suite,other_room_types
premier_king_room,king_room,room_type
grand_premier_family_room,family_trip,trip_type
grand_premier_king_room,king_room,room_type
grand_executive_king_room,king_room,room_type
premier_twin_room,twin_room,room_type
grand_premier_suite,suite,other_room_types
executive_room_with_queen_bed_and_a_sofa_non_smoking,king_room,room_type
executive_family_room_2_adults_and_2_children,family_trip,trip_type
superior_twin_room_2_adults,twin_room,room_type
superior_queen_room_2_adults,queen_room,room_type
superior_family_room_2_adults_1_child,family_trip,trip_type
executive_double_room_eiffel_tower_view_with_1_queensize_and_sofa_bed,paris_view,view_type
standard_apartment,apartment,other_room_types
superior_one_bedroom_apartment,apartment,other_room_types
superior_studio_apartment,apartment,other_room_types
deluxe_double_room_with_four_poster_bed,double_room,room_type
standard_1_bedroom_apartment,apartment,other_room_types
deluxe_double_room_with_separate_lounge_area,lounge_access,access_type
suite_with_garden_view,park_view,view_type
deluxe_queen_room_with_river_view,river_view,view_type
one_bedroom_king_suite,king_room,room_type
two_bedroom_family_room,family_trip,trip_type
deluxe_queen_room_with_balcony,balcony_room,room_type
junior_suite_with_river_view_and_balcony,river_view,view_type
stayed_24_nights,stayed_more_than_a_week,time_of_stay
double_or_twin_room_with_city_view,city_view,view_type
family_junior_suite,family_trip,trip_type
superior_four_poster_room,superior_room,room_type
double_room_with_shared_bathroom,double_room,room_type
lower_ground_double_room,double_room,room_type
intuition_room,other_room,room_type
emotion_room,other_room,room_type
sensation_room,other_room,room_type
emotion_room_with_terrace,balcony_room,room_type
adjacent_double_rooms,more_than_one_room,room_type
exception_room,other_room,room_type
suite_grand_lit,suite,other_room_types
twin_bed_suite,suite,other_room_types
deluxe_double_room_with_hammam,double_room,room_type
suite_with_hammam,suite,other_room_types
double_room_with_city_view,city_view,view_type
double_room_with_city_view_1_adult,city_view,view_type
deluxe_double_room_1_adult,double_room,room_type
gallery_suite,suite,other_room_types
stayed_30_nights,stayed_more_than_a_week,time_of_stay
small_single_room,single_room,room_type
suite_deluxe,suite,other_room_types
double_room_baronne,double_room,room_type
double_room_marquise,double_room,room_type
double_room_comtesse,double_room,room_type
junior_suite_royal,suite,other_room_types
two_connecting_classic_double_rooms,more_than_one_room,room_type
double_room_duchesse,double_room,room_type
privilege_room,luxury_room,room_type
premium_room_grand_pigalle,luxury_room,room_type
standard_room_sopi,economy,room_type
deluxe_room_henry_monnier,deluxe_room,room_type
room_sous_les_toits_18m_with_montmartre_view,room_with_view,view_type
superior_room_pigalle,superior_room,room_type
family_suite_2_adults_2_children,family_trip,trip_type
room_selected_at_check_in,other_room,room_type
ground_floor_queen_room_disability_access,accessibility,accessibility
premium_room,luxury_room,room_type
superior_room_with_queen_size_bed_and_sofa_bed,queen_room,room_type
executive_double_room_with_double_bed_and_sofa_bed,double_room,room_type
superior_room_with_queen_size_bed_and_double_sofa_bed,queen_room,room_type
superior_room_with_queen_size_bed_and_sofa_bed_2_adults,queen_room,room_type
deluxe_eiffel_tower_king_room,king_room,room_type
eiffel_tower_view_king_room,paris_view,view_type
club_eiffel_tower_king_room,king_room,room_type
eiffel_tower_view_twin_room,paris_view,view_type
regency_suite,suite,other_room_types
deluxe_eiffel_tower_twin_room,deluxe_room,room_type
prestige_suite_with_private_terrace,private_access,access_type
family_room_with_king_bed_and_sofa_bed,family_trip,trip_type
privilege_room_with_1_kingsize_bed,king_room,room_type
superior_room_with_1_kingsize_bed,king_room,room_type
deluxe_room_with_1_king_bed,king_room,room_type
duplex_junior_suite,suite,other_room_types
classique_square,other_room,room_type
junior_suite_with_free_bottle_of_champagne,free_access,access_type
four_poster_suite,suite,other_room_types
classic_double_room_la_parisienne,double_room,room_type
superior_double_room_la_s_duisante,double_room,room_type
executive_double_or_twin_room_la_ravissante,double_room,room_type
exclusive_double_or_twin_room_la_mondaine,double_room,room_type
junior_suite_with_view,room_with_view,view_type
double_or_twin_room_with_view,room_with_view,view_type
elegance_double_or_twin_room,double_room,room_type
superior_double,double_room,room_type
executive_queen_room_non_smoking,king_room,room_type
superior_queen_room_non_smoking,king_room,room_type
superior_queen_room_with_sofa_bed_non_smoking,king_room,room_type
standard_twin_room_non_smoking,king_room,room_type
single_room_non_smoking,king_room,room_type
double_room_with_small_double_bed,double_room,room_type
stayed_22_nights,stayed_more_than_a_week,time_of_stay
double_room_with_view,room_with_view,view_type
executive_queen_room_with_lounge_access_mobility_access,lounge_access,access_type
deluxe_queen_room_with_sofa,queen_room,room_type
junior_triple_room,triple_room,room_type
king_room_with_view,room_with_view,view_type
double_or_twin_room_with_garden_view,park_view,view_type
club_king_room_with_view_and_lounge_access,lounge_access,access_type
regency_executive_suite_with_lounge_access,lounge_access,access_type
twin_room_with_view,room_with_view,view_type
regency_king_suite_with_lounge_access,lounge_access,access_type
junior_double_room,double_room,room_type
suite_room,suite,other_room_types
superior_room_with_double_bed,double_room,room_type
deluxe_room_with_two_single_beds,deluxe_room,room_type
deluxe_room_with_1_double_bed,double_room,room_type
large_deluxe_room,deluxe_room,room_type
two_double_adjoining_rooms,more_than_one_room,room_type
double_suite,suite,other_room_types
twin_suite,suite,other_room_types
standard_family_room,family_trip,trip_type
club_superking_room,king_room,room_type
standard_triple_room,triple_room,room_type
premier_room,luxury_room,room_type
four_seasons_suite,suite,other_room_types
suite_duplex,suite,other_room_types
deluxe_executive_room,deluxe_room,room_type
skylight_deluxe_executive_room,deluxe_room,room_type
deluxe_king_room_with_city_view,city_view,view_type
premier_king_room_with_city_view,city_view,view_type
superior_shard_king,king_room,room_type
iconic_king_room_with_city_view,city_view,view_type
premier_shard_king_room,king_room,room_type
premier_twin_room_with_city_view,city_view,view_type
premier_shard_suite,suite,other_room_types
business_single_room,single_room,room_type
executive_king_twin_room,king_room,room_type
special_offer_double_room_3_nights_minimum,double_room,room_type
family_two_bedroom_suite,family_trip,trip_type
double_room_curieuse,double_room,room_type
double_room_capricieuse,double_room,room_type
double_room_audacieuse,double_room,room_type
double_room_radieuse,double_room,room_type
director_s_double_room,double_room,room_type
art_deco_double_room,double_room,room_type
art_deco_room_balcony,balcony_room,room_type
art_deco_deluxe_room_patio_and_terrace,balcony_room,room_type
art_deco_deluxe_room,deluxe_room,room_type
art_deco_room_terrace,balcony_room,room_type
art_deco_deluxe_room_view_and_terrace,balcony_room,room_type
superior_double_room_with_1_extra_bed,double_room,room_type
duplex_deluxe_triple_room_2_adults_1_child,family_trip,trip_type
mezzanine_room,other_room,room_type
dalston_king,king_room,room_type
xscape_king,king_room,room_type
magistrate_king,king_room,room_type
shoreditch_suite,suite,other_room_types
hoxton_studio_suite,suite,other_room_types
hoxton_family_suite,family_trip,trip_type
superior_double_room_with_balcony_and_city_view,city_view,view_type
luxury_double_room_with_balcony_and_river_view,river_view,view_type
suite_2_adults_1_child,family_trip,trip_type
queen_suite,queen_room,room_type
superior_oversized_queen_room,queen_room,room_type
superior_king_room_non_smoking,king_room,room_type
superior_room_with_1_queensize_bed_and_double_sofa_bed,queen_room,room_type
two_adjacent_superior_double_rooms,more_than_one_room,room_type
emperor_suite,suite,other_room_types
premium_deluxe_double_room,double_room,room_type
double_room_single_use,double_room,room_type
comfort_twin_room,twin_room,room_type
family_suite_with_two_connecting_rooms,family_trip,trip_type
superior_double_or_twin_room_with_eiffel_tower_partial_view,paris_view,view_type
standard_double_room_ground_floor,double_room,room_type
superior_double_room_les_artys_les_fifties,double_room,room_type
classic_double_room_les_pop,double_room,room_type
superior_double_room_plus_l_insolente,double_room,room_type
duplex,duplex,other_room_types
deluxe_room_2_adults,deluxe_room,room_type
comfort_single_room,single_room,room_type
classic_king_twin_room,king_room,room_type
family_room_2_connected_double_rooms,family_trip,trip_type
deluxe_twin_or_double_room,double_room,room_type
eiffel_suite,suite,other_room_types
superior_double_room_with_terrace,balcony_room,room_type
spring_package_deluxe_double_or_twin_room,double_room,room_type
privilege_room_with_1_queen_size_bed,queen_room,room_type
superior_room_swimming_pool_hammam_access_upon_reservation,pool_access,access_type
executive_room_swimming_pool_hammam_access_upon_reservation,pool_access,access_type
deluxe_triple_room_swimming_pool_hammam_access_upon_reservation,pool_access,access_type
prestige_room_swimming_pool_hammam_access_upon_reservation,pool_access,access_type
deluxe_double_room_swimming_pool_hammam_access_upon_reservation,pool_access,access_type
superior_double_room_with_free_pool_access,pool_access,access_type
superior_twin_room_with_free_pool_access,pool_access,access_type
deluxe_double_room_with_balcony_and_free_pool_access,balcony_room,room_type
compact_double_room_shared_bathroom,double_room,room_type
apartment_suite,suite,other_room_types
deluxe_single_room_with_shared_bathroom,deluxe_room,room_type
deluxe_studio_apartment_2_adults,deluxe_room,room_type
small_studio,studio,other_room_types
superior_room_with_spa_access_free_wifi,spa_access,access_type
deluxe_room_with_spa_access_free_wifi,spa_access,access_type
gallery_suite_with_spa_access_free_wifi,spa_access,access_type
executive_double_room_with_air_conditioning,double_room,room_type
cosy_single_room,single_room,room_type
executive_king_room_with_air_conditioning,king_room,room_type
prestige_triple_room,triple_room,room_type
deluxe_double_room_with_terrace_and_eiffel_tower_view,paris_view,view_type
superior_quadruple_room,superior_room,room_type
two_connecting_superior_twin_rooms,more_than_one_room,room_type
deluxe_suite_4_adults,suite,other_room_types
superior_room_queen_bed,queen_room,room_type
classic_room_with_queen_bed,queen_room,room_type
superior_room_2_single_beds,superior_room,room_type
junior_king_suite_3_adults,king_room,room_type
deluxe_twin_room_3_adults,deluxe_room,room_type
king_guest_room_with_sofa_bed,king_room,room_type
single_studio,studio,other_room_types
standard_double_studio,double_room,room_type
luxury_1_bed_suite,suite,other_room_types
executive_deluxe_studio_suite,suite,other_room_types
executive_studio_suite,suite,other_room_types
standard_studio_suite,suite,other_room_types
deluxe_double_room_with_courtyard_view,courtyard_view,view_type
king_room_balcony_with_view_on_eiffel_tower_view_free_wi_fi,paris_view,view_type
junior_suite_2_adults_and_1_child_free_wi_fi,family_trip,trip_type
superior_room_with_a_shower_or_a_bath,superior_room,room_type
superior_room_with_balcony_and_opera_garnier_view,balcony_room,room_type
royal_mews_view_classic_double,room_with_view,view_type
royal_mews_view_king_room,room_with_view,view_type
executive_king_suite,king_room,room_type
royal_double_room,double_room,room_type
executive_king_or_twin_room,king_room,room_type
superior_queen_suite_with_sofa_bed,queen_room,room_type
superior_queen_suite_with_sofa,queen_room,room_type
executive_suite_with_queen_bed_and_sofa_bed_2_adults,queen_room,room_type
superior_queen_suite_with_sofa_bed_2_adults,queen_room,room_type
superior_queen_suite_with_sofa_3_adults,queen_room,room_type
superior_queen_suite_with_sofa_bed_3_adults,queen_room,room_type
executive_queen_suite,queen_room,room_type
family_queen_room,family_trip,trip_type
double_room_with_sofa_bed,double_room,room_type
two_bedroom_suite_with_terrace,balcony_room,room_type
parisian_suite,suite,other_room_types
2_connecting_double_rooms,more_than_one_room,room_type
superior_double_room_with_free_access_to_steam_bath,free_access,access_type
deluxe_double_room_with_free_access_to_steam_bath,free_access,access_type
executive_double_room_with_free_access_to_steam_bath,free_access,access_type
junior_suite_with_free_access_to_steam_bath,free_access,access_type
queen_room_with_eiffel_tower_view,paris_view,view_type
queen_bed_leisure,queen_room,room_type
queen_room_with_balcony,balcony_room,room_type
executive_queen_room_with_eiffel_tower_view,paris_view,view_type
family_suite_with_adjoining_rooms,family_trip,trip_type
grand_historique_suite,suite,other_room_types
junior_suite_triple,suite,other_room_types
junior_suite_twin,suite,other_room_types
diamond_suite_spa,spa_access,access_type
andaz_large_suite,suite,other_room_types
andaz_double_room,double_room,room_type
andaz_king_twin_room,king_room,room_type
andaz_large_king_room,king_room,room_type
artist_s_studio_king_junior_suite_with_spa_access,spa_access,access_type
paris_style_queen_or_twin_room_with_spa_access,spa_access,access_type
urban_queen_room_with_spa_access,spa_access,access_type
junior_suite_avenue,suite,other_room_types
suite_avenue,suite,other_room_types
deluxe_one_bedroom_suite,suite,other_room_types
club_junior_suite,suite,other_room_types
superior_suite_junior,suite,other_room_types
single_room_with_private_bathroom,single_room,room_type
compact_double_room_with_private_bathroom,double_room,room_type
double_room_with_private_bathroom,double_room,room_type
twin_room_with_private_bathroom,twin_room,room_type
petite_double_room,double_room,room_type
classic_studio,studio,other_room_types
executive_junior_suite,suite,other_room_types
classic_master_suite,suite,other_room_types
executive_master_suite,suite,other_room_types
junior_suite_blue,suite,other_room_types
deluxe_double_room_with_extra_bed,double_room,room_type
junior_suite_lavender,suite,other_room_types
junior_suite_split_level_with_lounge_access,lounge_access,access_type
luxury_suite_conservatory_with_lounge_access,lounge_access,access_type
adjacent_rooms,more_than_one_room,room_type
studio_2_adults,studio,other_room_types
privilege_room_3_adults,luxury_room,room_type
studio_my_little_haussmann,studio,other_room_types
two_adjoining_double_rooms,more_than_one_room,room_type
studio_attrape_r_ve,studio,other_room_types
double_room_rouge_epic_e,double_room,room_type
junior_suite_tendre_ros_e,suite,other_room_types
two_adjoining_rooms,more_than_one_room,room_type
budget_single_room,single_room,room_type
superior_twin_double_room,double_room,room_type
la_rouge_suite,suite,other_room_types
la_reflet_junior_suite,suite,other_room_types
single_room_with_shared_bathroom,single_room,room_type
park_view_studio,park_view,view_type
large_double_or_twin_room,double_room,room_type
deluxe,deluxe_room,room_type
loft_junior_suite,suite,other_room_types
deluxe_with_garden,deluxe_room,room_type
champs_elys_es_prestige_room,luxury_room,room_type
superior_room_with_1_queen_bed_1_sofa_bed,queen_room,room_type
executive_room_with_1_queen_bed,queen_room,room_type
superior_queen_room_with_2_single_sofa_beds,queen_room,room_type
superior_room_with_1_queen_bed,queen_room,room_type
superior_queen_room_with_single_sofa_bed,queen_room,room_type
urban_deluxe,deluxe_room,room_type
cosy_family,family_trip,trip_type
premium_lafayette,luxury_room,room_type
premier_river_king_room,river_view,view_type
townhouse_suite,suite,other_room_types
townhouse_deluxe,deluxe_room,room_type
townhouse_apartment,apartment,other_room_types
townhouse_club,other_room,room_type
premier_single_room,single_room,room_type
two_bedroom_penthouse_apartment,penthouse_suite,other_room_types
executive_room_with_city_view,city_view,view_type
tradition_double_room,double_room,room_type
tradition_twin_room,twin_room,room_type
classic_double_room_for_single_use,double_room,room_type
double_deluxe_room,double_room,room_type
twin_executive_room_with_lounge_access,lounge_access,access_type
hilton_deluxe_twin_room_plus,deluxe_room,room_type
double_deluxe_plus_room,double_room,room_type
deluxe_double_or_twin_room_with_spa_access,spa_access,access_type
junior_suite_with_spa_access_3_adults,spa_access,access_type
single_room_with_spa_access,spa_access,access_type
two_connecting_executive_rooms,more_than_one_room,room_type
superior_classic_double_room,double_room,room_type
suite_breakfast_and_bottle_of_champagne_included,breakfast_included,free
duplex_room_4_adults,duplex,other_room_types
la_petite_maison,other_room,room_type
op_ra_junior_suite,suite,other_room_types
autentic_double_room,double_room,room_type
king_or_queen_studio,king_room,room_type
deluxe_king_room_with_terrace,balcony_room,room_type
secret_double_room,double_room,room_type
park_deluxe_king,king_room,room_type
park_twin,twin_room,room_type
park_suite,suite,other_room_types
park_deluxe_queen,queen_room,room_type
park_executive_suite,suite,other_room_types
park_queen,queen_room,room_type
park_deluxe_room,deluxe_room,room_type
park_room,other_room,room_type
deluxe_double_or_twin_room_with_vip_services,double_room,room_type
junior_suite_with_vip_services,suite,other_room_types
classic_cosy_room,economy,room_type
superior_capucines_room,superior_room,room_type
vend_me_deluxe_room,deluxe_room,room_type
king_suite_non_smoking,king_room,room_type
one_double_suite_nonsmoking,king_room,room_type
loft_double_room_with_terrace,balcony_room,room_type
deluxe_two_bedroom_apartment,deluxe_room,room_type
apartment_for_3_to_4_people_with_kitchenette,apartment,other_room_types
standard_room_for_1_or_2_people_with_kitchenette,economy,room_type
superior_room_for_1_2_people_with_kitchenette,superior_room,room_type
family_room_6_adults,family_trip,trip_type
classic_suite,suite,other_room_types
deluxe_double_studio,double_room,room_type
deluxe_twin_studio,deluxe_room,room_type
superior_one_bedroom_suite,suite,other_room_types
superior_double_studio,double_room,room_type
comfort_double_room_with_sacr_coeur_view,room_with_view,view_type
cosy_twin_room,twin_room,room_type
stayed_27_nights,stayed_more_than_a_week,time_of_stay
montcalm_club_room,other_room,room_type
suite_oc_ane,suite,other_room_types
junior_suite_executive,suite,other_room_types
standard_double_room_no_window,double_room,room_type
superior_premium_room_with_queen_bed_and_sofa_bed,queen_room,room_type
executive_room_with_1_queen_bed_and_1_sofa_3_adults,queen_room,room_type
superior_premium_queen_room_with_sofa_bed,queen_room,room_type
executive_room_with_1_queen_bed_and_1_sofa_2_adults,queen_room,room_type
executive_deluxe_king_room,king_room,room_type
stanhope_suite,suite,other_room_types
belgravia_suite,suite,other_room_types
standard_twin_room_2_adults_1_child,family_trip,trip_type
privilege_room_with_a_double_bed,double_room,room_type
double_superior_room,double_room,room_type
two_double_bed_guest_room,double_room,room_type
double_hilton_deluxe,double_room,room_type
king_executive_suite_with_lounge_access,lounge_access,access_type
double_accessible_guest_room,accessibility,accessibility
privilege_superior_room,superior_room,room_type
superior_room_with_garden_view_free_wifi,park_view,view_type
prestige_room_with_garden_view_free_wifi,park_view,view_type
classic_quadruple_room,bigger_room,room_type
small_double_room_without_window,double_room,room_type
deluxe_double_room_without_window,double_room,room_type
suite_without_window,suite,other_room_types
dorsett_double_room,double_room,room_type
standard_quad_room,economy,room_type
apartement,apartment,other_room_types
eiffel_loft,apartment,other_room_types
classic_double_room_with_city_view,city_view,view_type
classic_double_room_with_balcony,balcony_room,room_type
