,key_update,key_update,key_update,key_update,key_update,key_update,key_update,key_update
19 Brent Street Brent Cross London NW4 2EU United Kingdom,none,none,none,suite,queen_room,stayed_more_than_a_week,business_trip,none
19 New Bridge Street City of London London EC4V 6DB United Kingdom,none,none,none,none,economy,stayed_more_than_a_week,group_trip,none
19 Rue Copernic 16th arr 75016 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
19 Rue Cujas 5th arr 75005 Paris France,none,none,none,none,superior_room,stayed_less_than_a_week,family_trip,none
19 Rue De Caumartin 9th arr 75009 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
19 Rue Des Pretres Saint Germain L Auxerrois 1st arr 75001 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
19 Rue Du Pont Neuf 1st arr 75001 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
19 Rue Tronchet 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
19 Rue Vernet 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
19 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France,none,none,none,none,queen_room,stayed_less_than_a_week,family_trip,paris_view
19 avenue Kleber 16th arr 75116 Paris France,spa_access,none,none,none,more_than_one_room,stayed_less_than_a_week,family_trip,none
19 place du Panth on 5th arr 75005 Paris France,none,none,none,suite,superior_room,stayed_less_than_a_week,family_trip,none
190 Queen s Gate Kensington and Chelsea London SW7 5EX United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
199 206 High Holborn Camden London WC1V 7BD United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
1a Lexham Gardens Kensington and Chelsea London W8 5JJ United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,solo,none
2 24 Kensington High St Kensington and Chelsea London W8 4PT United Kingdom,none,none,none,none,king_room,stayed_more_than_a_week,family_trip,none
2 4 Boundary Street Hackney London E2 7DD United Kingdom,none,none,none,none,king_room,stayed_less_than_a_week,group_trip,none
2 4bis Cit Rougemont 9th arr 75009 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
2 5 Montague Street Bloomsbury Camden London WC1B 5BU United Kingdom,none,none,none,none,twin_room,stayed_less_than_a_week,family_trip,none
2 8 Great Suffolk Street Southwark London SE1 0UG United Kingdom,lounge_access,accessibility,none,none,king_room,stayed_more_than_a_week,family_trip,none
2 8 Hanger Lane Ealing Common London W5 3HN United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
2 Bd Garibaldi 15th arr 75015 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,paris_view
2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom,none,accessibility,none,none,double_room,stayed_less_than_a_week,family_trip,none
2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom,none,none,none,suite,queen_room,stayed_less_than_a_week,family_trip,none
2 Montagu Place Westminster Borough London W1H 2ER United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
2 Rue Boulard 14th arr 75014 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
2 Rue De Parme 9th arr 75009 Paris France,spa_access,none,none,none,double_room,stayed_less_than_a_week,couple,none
2 Rue Duperr 9th arr 75009 Paris France,spa_access,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
2 Rue Edouard VII 9th arr 75009 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
2 Rue Hector Malot 12th arr 75012 Paris France,none,none,none,none,queen_room,stayed_less_than_a_week,family_trip,none
2 Rue Racine 6th arr 75006 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
2 Rue Saint Sulpice 6th arr 75006 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
2 Rue Scribe 9th arr 75009 Paris France,lounge_access,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
2 Rue d Artois 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
2 Rue du Colonel Pierre Avia 15th arr 75015 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
2 Spring Gardens Trafalgar Square Westminster Borough London SW1A 2TS United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,business_trip,none
2 Sylvester Path Hackney London E8 1EN United Kingdom,none,none,none,none,single_room,stayed_less_than_a_week,family_trip,none
2 The Avenue Ealing London W13 8PH United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
2 Warrington Crescent Westminster Borough London W9 1ER United Kingdom,none,none,none,studio,double_room,stayed_more_than_a_week,family_trip,none
2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,city_view
2 avenue la Porte Molitor 16th arr 75016 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,pool_view
2 place Louis Armand 12th arr 75012 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
2 place des Pyramides 1st arr 75001 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
2 rue Geoffroy Marie 9th arr 75009 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
2 rue de Gramont 2nd arr 75002 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,business_trip,none
2 rue des Guillemites 4th arr 75004 Paris France,none,none,none,none,queen_room,stayed_less_than_a_week,family_trip,city_view
20 28 Bolsover Street Westminster Borough London W1W 5NB United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
20 Chesham Place Kensington and Chelsea London SW1X 8HQ United Kingdom,none,none,none,none,king_room,stayed_more_than_a_week,family_trip,none
20 Lavington Street Southwark London SE1 0NZ United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
20 Mercer Street Covent Garden Camden London WC2H 9HD United Kingdom,none,none,none,studio,double_room,stayed_more_than_a_week,family_trip,none
20 Nevern Square Kensington and Chelsea London SW5 9PD United Kingdom,none,none,none,suite,luxury_room,stayed_more_than_a_week,family_trip,none
20 Pembridge Gardens Kensington and Chelsea London W2 4DU United Kingdom,none,none,none,none,executive_room,stayed_more_than_a_week,family_trip,none
20 Rue De La Ga t 14th arr 75014 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
20 Rue Jean Rey 15th arr 75015 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
20 Rue La Fayette 9th arr 75009 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
20 Upper Ground Southwark London SE1 9PD United Kingdom,private_access,none,none,studio,economy,stayed_more_than_a_week,family_trip,river_view
20 Warwick Street Westminster Borough London W1B 5NF United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
20 bis rue de la Ga t 14th arr 75014 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
20 rue Berthollet 5th arr 75005 Paris France,none,none,none,suite,other_room,stayed_less_than_a_week,couple,none
20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
20 rue du Sommerard 5th arr 75005 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
202 220 Cromwell Road Kensington and Chelsea London SW5 0SW United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
202 rue de Rivoli 1st arr 75001 Paris France,spa_access,none,none,none,more_than_one_room,stayed_more_than_a_week,family_trip,none
207 Boulevard Raspail 14th arr 75014 Paris France,none,none,none,none,economy,stayed_less_than_a_week,family_trip,none
209 211 rue de Charenton 12th arr 75012 Paris France,none,none,none,none,twin_room,stayed_less_than_a_week,group_trip,none
21 Avenue De La Grande Arm e 16th arr 75016 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,courtyard_view
21 Avonmore Road Kensington Hammersmith and Fulham London W14 8RP United Kingdom,none,none,none,suite,twin_room,stayed_less_than_a_week,group_trip,none
21 Boulevard De Clichy 9th arr 75009 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
21 Gower Street Camden London WC1E 6HG United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
21 Piccadilly Westminster Borough London W1J 0BH United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
21 rue F licien David 16th arr 75016 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
21 rue Lavoisier 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
21 rue Moli re 1st arr 75001 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
21 rue de Dunkerque 10th arr 75010 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
213 rue de la Croix Nivert 15th arr 75015 Paris France,none,none,none,none,economy,stayed_less_than_a_week,family_trip,none
214 High Street Acton London London W3 9NX United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
214 rue Saint Jacques 5th arr 75005 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
214 rue du Faubourg Saint Honor 8th arr 75008 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
216 Avenue Jean Jaures 19th arr 75019 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
218 220 rue du Faubourg St Honor 8th arr 75008 Paris France,none,none,none,apartment,economy,stayed_less_than_a_week,family_trip,none
218 rue de Rivoli 1st arr 75001 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,paris_view
22 24 Rue Faidherbe 11th arr 75011 Paris France,pool_access,none,none,none,king_room,stayed_more_than_a_week,business_trip,none
22 25 Finsbury Square City Islington London EC2A 1DX United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
22 28 Broadway Westminster Borough London SW1H 0BH United Kingdom,lounge_access,accessibility,none,none,king_room,stayed_more_than_a_week,family_trip,none
22 Avenue du professeur lemierre 20th arr 75020 Paris France,none,none,none,suite,queen_room,stayed_more_than_a_week,family_trip,none
22 Hertsmere Road Tower Hamlets London E14 4ED United Kingdom,lounge_access,none,none,none,king_room,stayed_less_than_a_week,family_trip,room_with_view
22 Park Lane Westminster Borough London W1K 1BE United Kingdom,lounge_access,none,none,none,king_room,stayed_less_than_a_week,family_trip,none
22 Portman Square Westminster Borough London W1H 7BG United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
22 Rue Danielle Casanova 1st arr 75002 Paris France,none,none,none,none,queen_room,stayed_more_than_a_week,family_trip,none
22 Rue Tronchet 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
22 Rue de La Parcheminerie 5th arr 75005 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
22 Stanley Gardens Kensington and Chelsea London W11 2NG United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
22 avenue de Villiers 17th arr 75017 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,business_trip,none
22 rue d Antin 2nd arr 75002 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
22 rue de Buci 6th arr 75006 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,room_with_view
221 Rue Saint Honore 1st arr 75001 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
222 Marylebone Road Westminster Borough London NW1 6JQ United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
225 Edgware Road Westminster Borough London W2 1JU United Kingdom,lounge_access,none,none,none,king_room,stayed_more_than_a_week,family_trip,none
225 High Street Kensington Kensington and Chelsea London W8 6SA United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,solo,none
225 Ladbroke Grove Kensington and Chelsea London W10 6HQ United Kingdom,none,none,none,none,king_room,stayed_more_than_a_week,group_trip,none
228 Rue De Rivoli 1st arr 75001 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,solo,none
23 25 rue de Pont Neuf 1st arr 75001 Paris France,spa_access,none,none,none,more_than_one_room,stayed_less_than_a_week,family_trip,none
23 Leinster Gardens Westminster Borough London W2 3AN United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
23 Mecklenburgh Square Camden London WC1N 2AD United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
23 Rue Damr mont 18th arr 75018 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
23 Rue Vignon 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
23 rue du Faubourg Montmartre 9th arr 75009 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
230 A Mile End Road Tower Hamlets London E1 4LJ United Kingdom,none,none,none,studio,none,stayed_less_than_a_week,family_trip,none
232 Boulevard Raspail 14th arr 75014 Paris France,none,none,none,apartment,double_room,stayed_more_than_a_week,family_trip,none
234 Diputacio Eixample 08007 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
239 Vauxhall Bridge Road Westminster Borough London SW1V 1EQ United Kingdom,none,none,none,studio,double_room,stayed_less_than_a_week,family_trip,none
24 27 Bedford Place Bloomsbury Camden London WC1B 5JH United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
