,City,Date,TempHigh,TempLow,Summary
212,Paris,2017-03-25,65.56,44.89,Clear throughout the day.
213,Paris,2017-03-13,59.54,42.93,Mostly cloudy starting in the afternoon.
214,Paris,2017-03-11,63.37,36.09,Mostly cloudy throughout the day.
215,Paris,2017-03-04,54.59,44.3,Light rain in the afternoon.
216,Paris,2017-02-25,53.09,29.41,Mostly cloudy throughout the day.
217,Paris,2017-02-04,45.61,39.34,Light rain in the morning.
218,Paris,2017-01-23,32.77,25.53,Foggy throughout the day.
219,Paris,2017-01-22,41.24,21.1,"Partly cloudy starting in the afternoon, continuing until evening."
220,Paris,2017-01-06,35.79,24.76,Partly cloudy until evening.
221,Paris,2016-12-18,40.65,36.85,Foggy until evening.
222,Paris,2016-12-13,47.83,41.74,Overcast throughout the day.
223,Paris,2016-12-10,43.27,35.18,Foggy throughout the day.
224,Paris,2016-11-21,60.31,52.8,Mostly cloudy throughout the day.
225,Paris,2016-11-20,55.05,47.13,Mostly cloudy throughout the day and breezy in the morning.
226,Paris,2016-11-16,54.9,53.59,Overcast throughout the day.
227,Paris,2016-11-13,49.88,43.35,Foggy in the morning.
228,Paris,2016-11-09,49.46,41.89,Mostly cloudy throughout the day.
229,Paris,2016-10-10,57.85,35.51,Mostly cloudy throughout the day.
230,Paris,2016-10-05,63.26,49.09,Partly cloudy in the morning.
231,Paris,2016-09-29,71.33,57.19,Mostly cloudy throughout the day.
232,Paris,2016-09-08,76.84,57.48,"Partly cloudy starting in the afternoon, continuing until evening."
233,Paris,2016-08-16,86.7,59.09,Partly cloudy starting in the evening.
234,Paris,2016-07-04,70.96,59.21,Mostly cloudy throughout the day.
235,Paris,2016-06-25,69.97,59.23,Mostly cloudy throughout the day.
236,Paris,2016-06-13,64.35,54.75,Mostly cloudy throughout the day.
237,Paris,2016-05-30,60.43,54.97,Rain in the morning and afternoon.
238,Paris,2016-05-21,76.36,55.9,Mostly cloudy throughout the day.
239,Paris,2016-05-15,59.8,38.69,Mostly cloudy throughout the day.
240,Paris,2016-05-13,72.69,57.35,Foggy until afternoon.
241,Paris,2016-05-10,64.36,58.54,Foggy overnight.
242,Paris,2016-04-21,70.28,51.35,Mostly cloudy throughout the day.
243,Paris,2016-03-28,57.41,45.28,Mostly cloudy throughout the day.
244,Paris,2016-03-22,54.98,43.23,Partly cloudy until evening.
245,Paris,2016-02-23,50.13,36.88,Mostly cloudy until evening.
246,Paris,2016-02-09,54.5,38.13,Rain in the morning.
247,Paris,2016-02-08,52.32,45.86,Mostly cloudy throughout the day.
248,Paris,2016-01-26,53.4,45.12,Mostly cloudy throughout the day.
249,Paris,2016-01-24,52.19,42.32,Mostly cloudy throughout the day.
250,Paris,2016-01-23,45.25,42.87,Foggy in the morning.
251,Paris,2016-01-20,31.32,24.32,Foggy until afternoon.
252,Paris,2016-01-04,49.92,42.67,Mostly cloudy throughout the day.
253,Paris,2017-08-03,80.13,65.4,Mostly cloudy throughout the day.
254,Paris,2017-07-22,69.92,58.65,Mostly cloudy throughout the day.
255,Paris,2017-07-20,72.55,62.46,Mostly cloudy throughout the day.
256,Paris,2017-07-14,73.95,56.58,Mostly cloudy throughout the day.
257,Paris,2017-07-08,87.19,64.39,Partly cloudy throughout the day.
258,Paris,2017-07-07,92.3,68.2,Partly cloudy throughout the day.
259,Paris,2017-07-04,83.23,54.88,Mostly cloudy starting in the evening.
260,Paris,2017-07-03,77.12,54.93,Mostly cloudy until evening.
261,Paris,2017-06-27,76.38,66.38,Mostly cloudy throughout the day.
262,Paris,2017-06-22,94.36,70.72,Mostly cloudy throughout the day.
263,Paris,2017-06-12,70.9,57.19,Mostly cloudy until evening.
264,Paris,2017-06-07,67.91,50.39,Mostly cloudy throughout the day.
265,Paris,2017-05-15,75.95,50.59,Mostly cloudy throughout the day.
266,Paris,2017-04-19,52.48,35.64,Partly cloudy until afternoon.
267,Paris,2017-03-16,69.04,39.24,Clear throughout the day.
268,Paris,2017-02-18,53.14,34.96,Foggy in the morning.
269,Paris,2017-02-17,51.56,39.38,Foggy until afternoon.
270,Paris,2017-01-15,38.12,31.1,Foggy overnight.
271,Paris,2016-12-26,52.17,37.9,Mostly cloudy until evening.
272,Paris,2016-11-02,53.9,39.0,Mostly cloudy throughout the day.
273,Paris,2016-10-17,64.31,50.99,Mostly cloudy throughout the day.
274,Paris,2016-09-09,79.35,52.69,Clear throughout the day.
275,Paris,2016-07-17,83.75,60.97,"Partly cloudy starting in the afternoon, continuing until evening."
276,Paris,2016-06-30,71.78,61.68,Mostly cloudy throughout the day.
277,Paris,2016-06-20,63.26,58.45,"Rain starting in the afternoon, continuing until evening."
278,Paris,2016-06-02,56.61,53.45,Overcast throughout the day.
279,Paris,2016-05-22,65.49,54.09,"Rain starting in the afternoon, continuing until evening."
280,Paris,2016-05-20,69.12,51.4,Mostly cloudy throughout the day.
281,Paris,2016-04-26,47.46,37.69,Mostly cloudy throughout the day.
282,Paris,2016-02-16,43.63,30.3,Clear throughout the day.
283,Paris,2016-02-07,55.08,44.69,Mostly cloudy throughout the day.
284,Paris,2016-01-27,53.97,50.07,Mostly cloudy throughout the day.
285,Paris,2016-01-01,46.44,39.25,Foggy in the morning.
286,Paris,2015-12-20,56.76,51.19,Mostly cloudy throughout the day.
287,Paris,2015-12-16,58.26,52.41,Mostly cloudy throughout the day.
288,Paris,2015-10-30,61.79,47.04,Mostly cloudy until evening.
289,Paris,2015-10-16,45.87,39.39,Foggy until afternoon.
290,Paris,2015-09-30,65.64,47.73,Clear throughout the day.
291,Paris,2015-09-25,64.57,52.83,Mostly cloudy throughout the day.
292,Paris,2015-09-24,62.81,48.89,Foggy overnight.
293,Paris,2015-09-09,73.41,50.58,Clear throughout the day.
294,Paris,2015-08-22,87.35,61.81,Partly cloudy starting in the evening.
295,Paris,2015-08-12,91.36,67.88,Mostly cloudy throughout the day.
296,Paris,2017-07-27,72.22,62.9,Mostly cloudy throughout the day.
297,Paris,2017-07-19,84.59,73.42,Mostly cloudy throughout the day.
298,Paris,2017-06-25,80.08,64.16,Mostly cloudy throughout the day.
299,Paris,2017-06-08,80.85,53.77,Mostly cloudy throughout the day.
